ocid,release_id,date,buyer_name,buyer_id,tender_id,tender_title,mainProcurementCategory,tender_minValue,tender_datePublished,tender_status,award_id,award_title,award_date,award_value,award_supplier
ocds-20h3g7-47555127,ocds-20h3g7-47555127-1,2021-06-07T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47555127,Penyusunan Detail Engineering Design (DED) Pengembangan Pelabuhan Pulau Payung dan Pulau Tidung,services,1494663094.1,2021-04-08T00:00:00.000000Z,complete,47555127-1,Penyusunan Detail Engineering Design (DED) Pengembangan Pelabuhan Pulau Payung dan Pulau Tidung,2021-06-07T00:00:00.000000Z,1452852500.0,PT. MASSUKA PRATAMA
ocds-20h3g7-47566127,ocds-20h3g7-47566127-1,2021-05-07T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47566127,Pengadaan & Perpanjangan Lisensi Perangkat Lunak Master Data Management UP Jakarta Smart City,goods,58109694940.0,2021-04-22T00:00:00.000000Z,complete,47566127-1,Pengadaan & Perpanjangan Lisensi Perangkat Lunak Master Data Management UP Jakarta Smart City,2021-05-07T00:00:00.000000Z,53883500000.01,PT.PRIMA INTEGRASI NETWORK
ocds-20h3g7-47575127,ocds-20h3g7-47575127-1,2021-05-27T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47575127,Pembangunan JPO,works,19358720795.68,2021-04-12T00:00:00.000000Z,complete,47575127-1,Pembangunan JPO,2021-05-27T00:00:00.000000Z,15848647878.26,PT AIWONDENI PERMAI
ocds-20h3g7-47576127,ocds-20h3g7-47576127-1,2021-05-17T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47576127,Pengawasan Peningkatan Kapasitas Sistem Pengelolaan Air Limbah Domestik (SPALD) Skala Permukiman di SPALD Asrama Dinas Penanggulangan Kebakaran dan Penyelamatan Semper Barat dan RPTRA Kemandoran,services,272596500.0,2021-04-07T00:00:00.000000Z,complete,47576127-1,Pengawasan Peningkatan Kapasitas Sistem Pengelolaan Air Limbah Domestik (SPALD) Skala Permukiman di SPALD Asrama Dinas Penanggulangan Kebakaran dan Penyelamatan Semper Barat dan RPTRA Kemandoran,2021-05-17T00:00:00.000000Z,244860000.0,PT. WAHANA PRAKARSA UTAMA
ocds-20h3g7-47577127,ocds-20h3g7-47577127-1,2021-05-25T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47577127,Pengawasan Pembangunan JPO,services,571384000.0,2021-04-01T00:00:00.000000Z,complete,47577127-1,Pengawasan Pembangunan JPO,2021-05-25T00:00:00.000000Z,468490000.0,DAFFA BROTHERS CONS
ocds-20h3g7-47586127,ocds-20h3g7-47586127-1,2021-05-25T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47586127,Perencanaan TPO di Provinsi DKI Jakarta,services,973692500.0,2021-04-08T00:00:00.000000Z,complete,47586127-1,Perencanaan TPO di Provinsi DKI Jakarta,2021-05-25T00:00:00.000000Z,941600000.0,PT. Arenco Binatama
ocds-20h3g7-47591127,ocds-20h3g7-47591127-1,2021-06-02T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47591127,Penyusunan AMDAL dan perizinan pembangunan Landfill Mining dan Refuse Derived Fuel (RDF) Plant,services,828590000.0,2021-04-01T00:00:00.000000Z,complete,47591127-1,Penyusunan AMDAL dan perizinan pembangunan Landfill Mining dan Refuse Derived Fuel (RDF) Plant,2021-06-02T00:00:00.000000Z,805300000.0,Andalas Indah Rekatama
ocds-20h3g7-47595127,ocds-20h3g7-47595127-1,2021-05-11T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47595127,Peningkatan Jumlah Sambungan Rumah (SR) pada Sistem Pengelolaan Air Limbah Domestik Terpusat (SPALD-T) Skala Permukiman di Asrama Dinas Penanggulangan Kebakaran dan Penyelamatan Semper Barat dan RPTRA Kemandoran,works,1089585037.3,2021-04-12T00:00:00.000000Z,complete,47595127-1,Peningkatan Jumlah Sambungan Rumah (SR) pada Sistem Pengelolaan Air Limbah Domestik Terpusat (SPALD-T) Skala Permukiman di Asrama Dinas Penanggulangan Kebakaran dan Penyelamatan Semper Barat dan RPTRA Kemandoran,2021-05-11T00:00:00.000000Z,1076782485.24,PT. MEKALEKSI SURYA PRATAMA
ocds-20h3g7-47599127,ocds-20h3g7-47599127-1,2021-09-02T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47599127,Belanja Jasa Konsultansi Pengawasan Pembangunan Puskesmas di Wilayah Kota Administrasi Jakarta Timur dan Jakarta Selatan,services,2511865455.0,2021-04-01T00:00:00.000000Z,complete,47599127-1,Belanja Jasa Konsultansi Pengawasan Pembangunan Puskesmas di Wilayah Kota Administrasi Jakarta Timur dan Jakarta Selatan,2021-09-02T00:00:00.000000Z,2408835000.0,PT. Virama Karya (Persero)
ocds-20h3g7-47600127,ocds-20h3g7-47600127-1,2021-07-23T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47600127,"Belanja Jasa Konsultansi Pengawasan Pembangunan Puskesmas di Wilayah Kota Administrasi Jakarta Pusat, Jakarta Utara dan Jakarta Barat",services,1868172009.0,2021-04-01T00:00:00.000000Z,complete,47600127-1,"Belanja Jasa Konsultansi Pengawasan Pembangunan Puskesmas di Wilayah Kota Administrasi Jakarta Pusat, Jakarta Utara dan Jakarta Barat",2021-07-23T00:00:00.000000Z,1707684000.0,PT. BINTANG PERKASA SEJATI
ocds-20h3g7-47601127,ocds-20h3g7-47601127-1,2021-06-02T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47601127,Manajemen Konstruksi Pembangunan Fasilitas Pengolahan Sampah Landfill Mining dan RDF Plant,services,9998900000.0,2021-04-01T00:00:00.000000Z,complete,47601127-1,Manajemen Konstruksi Pembangunan Fasilitas Pengolahan Sampah Landfill Mining dan RDF Plant,2021-06-02T00:00:00.000000Z,9152750000.0,PT REKAYASA ENGINEERING
ocds-20h3g7-47602127,ocds-20h3g7-47602127-2,2021-06-23T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47602127,Kajian Kebijakan dan Strategi Pengelolaan Sampah Kepulauan Seribu (Kebijakan Pengelolaan Lingkungan Hidup dan Kebersihan),services,372752578.0,2021-04-22T00:00:00.000000Z,complete,47602127-1,Kajian Kebijakan dan Strategi Pengelolaan Sampah Kepulauan Seribu (Kebijakan Pengelolaan Lingkungan Hidup dan Kebersihan),2021-06-23T00:00:00.000000Z,364067000.0,PT. Arkonin Engineering Manggala Pratama
ocds-20h3g7-47604127,ocds-20h3g7-47604127-1,2021-04-19T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47604127,Pengadaan Server Transformasi Digital UP Jakarta Smart City,goods,29151447101.7,2021-03-31T00:00:00.000000Z,complete,47604127-1,Pengadaan Server Transformasi Digital UP Jakarta Smart City,2021-04-19T00:00:00.000000Z,27707157500.0,PT. AIR MAS PERKASA
ocds-20h3g7-47609127,ocds-20h3g7-47609127-1,2021-04-30T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47609127,Pemasangan iklan pada Media Luar Ruang di Luar Negeri (Pembuatan Materi Iklan Promosi Pariwisata dan Ekonomi Kreatif),services,2376537570.0,2021-04-16T00:00:00.000000Z,complete,47609127-1,Pemasangan iklan pada Media Luar Ruang di Luar Negeri (Pembuatan Materi Iklan Promosi Pariwisata dan Ekonomi Kreatif),2021-04-30T00:00:00.000000Z,2138593600.0,PT.MUMRAJAYA RIMBARA LESTARI
ocds-20h3g7-47619127,ocds-20h3g7-47619127-1,2021-04-23T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47619127,Pemeliharaan Air Kolam Renang,goods,855624000.0,2021-04-07T00:00:00.000000Z,complete,47619127-1,Pemeliharaan Air Kolam Renang,2021-04-23T00:00:00.000000Z,806573272.56,CV Multisarana Sejahtera
ocds-20h3g7-47621127,ocds-20h3g7-47621127-1,2021-04-23T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47621127,Pengadaan Kubus Beton Masif,goods,6499843152.0,2021-04-06T00:00:00.000000Z,complete,47621127-1,Pengadaan Kubus Beton Masif,2021-04-23T00:00:00.000000Z,4843643200.0,CV.Sangkakala Bersinar
ocds-20h3g7-47622127,ocds-20h3g7-47622127-1,2021-05-04T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47622127,Rehab Sedang Kantor Lurah Kelurahan Pulau Harapan,works,1492596362.61,2021-04-09T00:00:00.000000Z,complete,47622127-1,Rehab Sedang Kantor Lurah Kelurahan Pulau Harapan,2021-05-04T00:00:00.000000Z,1194058782.4,CV. GENTA BERKARYA
ocds-20h3g7-47629127,ocds-20h3g7-47629127-1,2021-05-04T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47629127,Rehab Sedang Kantor Lurah Kelurahan Pulau Pari,works,1237716827.47,2021-04-09T00:00:00.000000Z,complete,47629127-1,Rehab Sedang Kantor Lurah Kelurahan Pulau Pari,2021-05-04T00:00:00.000000Z,989714408.25,CV. RAYNALDO JAYA BERSAMA
ocds-20h3g7-47631127,ocds-20h3g7-47631127-1,2021-06-07T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47631127,Manajemen Proyek Fasilitas Pengolahan Sampah TPST Bantargebang,services,4047115000.0,2021-04-07T00:00:00.000000Z,complete,47631127-1,Manajemen Proyek Fasilitas Pengolahan Sampah TPST Bantargebang,2021-06-07T00:00:00.000000Z,3768490000.0,PT. SURVEYOR INDONESIA (PERSERO)
ocds-20h3g7-47632127,ocds-20h3g7-47632127-1,2021-05-04T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47632127,Penyediaan Mobil Pompa 2.500 liter,goods,24982100000.0,2021-04-20T00:00:00.000000Z,complete,47632127-1,Penyediaan Mobil Pompa 2.500 liter,2021-05-04T00:00:00.000000Z,24910600000.0,PT ASTANITA SUKSES APINDO
ocds-20h3g7-47633127,ocds-20h3g7-47633127-1,2021-05-07T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47633127,Penyediaan Unit Submersible Pump with Flood Module,goods,7722000000.0,2021-04-26T00:00:00.000000Z,complete,47633127-1,Penyediaan Unit Submersible Pump with Flood Module,2021-05-07T00:00:00.000000Z,7297290000.0,IMANUEL AGAPE
ocds-20h3g7-47634127,ocds-20h3g7-47634127-1,2021-06-14T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47634127,Perencanaan Skywalk di Provinsi DKI Jakarta,services,998052000.0,2021-04-14T00:00:00.000000Z,complete,47634127-1,Perencanaan Skywalk di Provinsi DKI Jakarta,2021-06-14T00:00:00.000000Z,799535000.0,DAFFA BROTHERS CONS
ocds-20h3g7-47639127,ocds-20h3g7-47639127-1,2021-05-10T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47639127,Penyediaan Unit Quick Respnse,goods,41976000000.0,2021-04-28T00:00:00.000000Z,complete,47639127-1,Penyediaan Unit Quick Respnse,2021-05-10T00:00:00.000000Z,39805385400.0,IMANUEL AGAPE
ocds-20h3g7-47648127,ocds-20h3g7-47648127-1,2021-05-31T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47648127,Jasa Konsultansi Pengawasan Revitalisasi Pompa,services,430089192.5,2021-04-08T00:00:00.000000Z,complete,47648127-1,Jasa Konsultansi Pengawasan Revitalisasi Pompa,2021-05-31T00:00:00.000000Z,408375000.0,PT. TURBA KALIMAL KONSULTAN
ocds-20h3g7-47652127,ocds-20h3g7-47652127-1,2021-05-11T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47652127,Pengadaan Pakan dan Obat Ikan,goods,813195350.0,2021-04-15T00:00:00.000000Z,complete,47652127-1,Pengadaan Pakan dan Obat Ikan,2021-05-11T00:00:00.000000Z,724447900.0,PT. CRIS MENARA SANDHY
ocds-20h3g7-47654127,ocds-20h3g7-47654127-1,2021-06-14T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47654127,Perencanaan Gedung Kantor Sudin Perhubungan Kota Adm.Jakarta Utara,services,818807561.0,2021-04-14T00:00:00.000000Z,complete,47654127-1,Perencanaan Gedung Kantor Sudin Perhubungan Kota Adm.Jakarta Utara,2021-06-14T00:00:00.000000Z,753247000.0,PT. GRANITINDO CIPTA SEJATI
ocds-20h3g7-47662127,ocds-20h3g7-47662127-1,2021-05-04T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47662127,Rehab Sedang Rumah Dinas Lurah Kelurahan Pulau Kelapa,works,928991606.97,2021-04-09T00:00:00.000000Z,complete,47662127-1,Rehab Sedang Rumah Dinas Lurah Kelurahan Pulau Kelapa,2021-05-04T00:00:00.000000Z,822876166.2,CV. CHARLES MARPA PRIMA
ocds-20h3g7-47669127,ocds-20h3g7-47669127-1,2021-04-28T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47669127,Belanja  Obat-Obatan Obat,goods,383075853.6,2021-04-09T00:00:00.000000Z,complete,47669127-1,Belanja  Obat-Obatan Obat,2021-04-28T00:00:00.000000Z,382950700.0,CV. KHARISMA SCIENTIFIC
ocds-20h3g7-47679127,ocds-20h3g7-47679127-1,2021-06-09T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47679127,Pengawasan Pembangunan Waduk/situ/embung dan kelengkapannya,services,1665395325.0,2021-04-15T00:00:00.000000Z,complete,47679127-1,Pengawasan Pembangunan Waduk/situ/embung dan kelengkapannya,2021-06-09T00:00:00.000000Z,1494438000.0,PT. Rekakota Manajemen Konsultan
ocds-20h3g7-47680127,ocds-20h3g7-47680127-1,2021-04-27T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47680127,Pengadaan Peralatan Pendukung Laboratorium,goods,879442190.0,2021-04-12T00:00:00.000000Z,complete,47680127-1,Pengadaan Peralatan Pendukung Laboratorium,2021-04-27T00:00:00.000000Z,788073000.0,AGRAPANA AKUSARA BASITA
ocds-20h3g7-47692127,ocds-20h3g7-47692127-1,2021-06-18T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47692127,"Pekerjaan Jasa Konsultansi Pengawasan Peningkatan Sarana, Prasarana dan Utilitas di Kelurahan Duri Kosambi",services,230857440.0,2021-04-16T00:00:00.000000Z,complete,47692127-1,"Pekerjaan Jasa Konsultansi Pengawasan Peningkatan Sarana, Prasarana dan Utilitas di Kelurahan Duri Kosambi",2021-06-18T00:00:00.000000Z,222750000.0,PT. BATEL INDONESIA
ocds-20h3g7-47694127,ocds-20h3g7-47694127-1,2021-06-16T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47694127,"Jasa Konsultansi Pengawasan Peningkatan Sarana, Prasarana dan Utilitas di Kelurahan Jembatan Besi",services,169840000.0,2021-04-15T00:00:00.000000Z,complete,47694127-1,"Jasa Konsultansi Pengawasan Peningkatan Sarana, Prasarana dan Utilitas di Kelurahan Jembatan Besi",2021-06-16T00:00:00.000000Z,161865000.0,PT. BATEL INDONESIA
ocds-20h3g7-47695127,ocds-20h3g7-47695127-1,2021-06-08T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47695127,"Kajian Perhitungan Pelayanan Air Limbah Domestik di Kota Administrasi Jakarta Timur, Kota Administrasi Jakarta Barat dan Kota Administrasi Jakarta Utara",services,874089425.0,2021-04-14T00:00:00.000000Z,complete,47695127-1,"Kajian Perhitungan Pelayanan Air Limbah Domestik di Kota Administrasi Jakarta Timur, Kota Administrasi Jakarta Barat dan Kota Administrasi Jakarta Utara",2021-06-08T00:00:00.000000Z,839135000.0,PT. BUANATAMA DIMENSI CONSULTANTS
ocds-20h3g7-47701127,ocds-20h3g7-47701127-1,2021-05-11T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47701127,Pengadaan Bibit Ternak,goods,953100000.0,2021-04-15T00:00:00.000000Z,complete,47701127-1,Pengadaan Bibit Ternak,2021-05-11T00:00:00.000000Z,868879000.0,PT. CRIS MENARA SANDHY
ocds-20h3g7-47705127,ocds-20h3g7-47705127-1,2021-05-11T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47705127,Pengadaan Bahan Makanan Ternak/binatang,goods,1706569150.0,2021-04-15T00:00:00.000000Z,complete,47705127-1,Pengadaan Bahan Makanan Ternak/binatang,2021-05-11T00:00:00.000000Z,1635082900.0,PT. CRIS MENARA SANDHY
ocds-20h3g7-47711127,ocds-20h3g7-47711127-1,2021-05-10T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47711127,Pembangunan Waduk/situ/embung dan kelengkapannya,works,67192664634.47,2021-04-16T00:00:00.000000Z,complete,47711127-1,Pembangunan Waduk/situ/embung dan kelengkapannya,2021-05-10T00:00:00.000000Z,52042668855.69,PT. FAF YUSAL PRATAMA
ocds-20h3g7-47713127,ocds-20h3g7-47713127-1,2021-05-11T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47713127,Pembuatan Souvenir Pariwisata Jakarta,services,2999963252.0,2021-04-26T00:00:00.000000Z,complete,47713127-1,Pembuatan Souvenir Pariwisata Jakarta,2021-05-11T00:00:00.000000Z,2700733200.0,PT. AULIAH MITRA HAYATI
ocds-20h3g7-47718127,ocds-20h3g7-47718127-1,2021-10-08T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47718127,Pekerjaan Pemeliharaan Atap Gedung B Museum Bahari,works,531041960.9,2021-09-24T00:00:00.000000Z,complete,47718127-1,Pekerjaan Pemeliharaan Atap Gedung B Museum Bahari,2021-10-08T00:00:00.000000Z,488228067.8,PT. MEGA KREASI BERSINAR
ocds-20h3g7-47724127,ocds-20h3g7-47724127-1,2021-06-08T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47724127,Penyusunan Rencana Induk Jalur Pejalan Kaki di Provinsi DKI Jakarta,services,4416472500.0,2021-04-14T00:00:00.000000Z,complete,47724127-1,Penyusunan Rencana Induk Jalur Pejalan Kaki di Provinsi DKI Jakarta,2021-06-08T00:00:00.000000Z,4288405000.0,P.T. Sigmabhineka Konsulindo
ocds-20h3g7-47734127,ocds-20h3g7-47734127-1,2021-05-24T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47734127,Pembangunan Kali Ciliwung Lama Segmen Jl. Krapu ( Lanjutan ),works,19527354439.43,2021-04-20T00:00:00.000000Z,complete,47734127-1,Pembangunan Kali Ciliwung Lama Segmen Jl. Krapu ( Lanjutan ),2021-05-24T00:00:00.000000Z,15231743268.3,PT. Tassiajaya Abadi
ocds-20h3g7-47738127,ocds-20h3g7-47738127-1,2021-06-17T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47738127,Belanja Jasa Konsultansi Perencanaan X-1 Pengembangan RSUD Kembangan menjadi Kls C,services,1167813130.0,2021-04-21T00:00:00.000000Z,complete,47738127-1,Belanja Jasa Konsultansi Perencanaan X-1 Pengembangan RSUD Kembangan menjadi Kls C,2021-06-17T00:00:00.000000Z,1063040000.0,PT.Elsadai Servo Cons
ocds-20h3g7-47742127,ocds-20h3g7-47742127-1,2021-06-16T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47742127,"Pekerjaan Jasa Konsultansi Pengawasan Peningkatan Sarana, Prasarana dan Utilitas di Kelurahan Jatipulo",services,253374440.0,2021-04-15T00:00:00.000000Z,complete,47742127-1,"Pekerjaan Jasa Konsultansi Pengawasan Peningkatan Sarana, Prasarana dan Utilitas di Kelurahan Jatipulo",2021-06-16T00:00:00.000000Z,214588000.0,PT JAGAD ALAM SEMESTA
ocds-20h3g7-47743127,ocds-20h3g7-47743127-1,2021-06-22T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47743127,"Pekerjaan Jasa Konsultansi Pengawasan Perbaikan Sarana, Prasarana Lingkungan Kawasan Permukiman Kumuh Kota Administrasi Jakarta Barat",services,370656440.0,2021-04-20T00:00:00.000000Z,complete,47743127-1,"Pekerjaan Jasa Konsultansi Pengawasan Perbaikan Sarana, Prasarana Lingkungan Kawasan Permukiman Kumuh Kota Administrasi Jakarta Barat",2021-06-22T00:00:00.000000Z,306625000.0,PT. BATEL INDONESIA
ocds-20h3g7-47744127,ocds-20h3g7-47744127-1,2021-06-17T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47744127,"Pekerjaan Jasa Konsultansi Pengawasan Peningkatan Sarana, Prasarana dan Utilitas di Kelurahan Keagungan",services,372504440.0,2021-04-20T00:00:00.000000Z,complete,47744127-1,"Pekerjaan Jasa Konsultansi Pengawasan Peningkatan Sarana, Prasarana dan Utilitas di Kelurahan Keagungan",2021-06-17T00:00:00.000000Z,342540000.0,PT. BATEL INDONESIA
ocds-20h3g7-47756127,ocds-20h3g7-47756127-1,2021-06-14T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47756127,Penyusunan Dokumen Lingkungan Hidup dan Kajian Manajemen Rekayasa Lalu Lintas Gedung Kantor Satuan Polisi Pamong Praja,services,287141910.0,2021-04-28T00:00:00.000000Z,complete,47756127-1,Penyusunan Dokumen Lingkungan Hidup dan Kajian Manajemen Rekayasa Lalu Lintas Gedung Kantor Satuan Polisi Pamong Praja,2021-06-14T00:00:00.000000Z,286995500.0,PT. ASA DESAIN
ocds-20h3g7-47759127,ocds-20h3g7-47759127-1,2021-05-04T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47759127,Penyediaan Perlengkapan Kebersihan Warga Binaan Sosial (WBS) PSBL Harapan Sentosa 2,goods,364083491.2,2021-04-15T00:00:00.000000Z,complete,47759127-1,Penyediaan Perlengkapan Kebersihan Warga Binaan Sosial (WBS) PSBL Harapan Sentosa 2,2021-05-04T00:00:00.000000Z,300575000.0,CV. KARTIKA SARI
ocds-20h3g7-47765127,ocds-20h3g7-47765127-2,2021-05-07T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47765127,Pembangunan RTH JL. RAYA LINGKAR SELATAN RT 002 RW 04 Kel. Rambutan Kec. Ciracas,works,1455111521.91,2021-04-14T00:00:00.000000Z,complete,47765127-1,Pembangunan RTH JL. RAYA LINGKAR SELATAN RT 002 RW 04 Kel. Rambutan Kec. Ciracas,2021-05-07T00:00:00.000000Z,1164089337.78,CV.KEMSIRO BERKARYA
ocds-20h3g7-47771127,ocds-20h3g7-47771127-1,2021-06-17T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47771127,Belanja Jasa Konsultansi Perencanaan X-1 Pengembangan RSUD Kalideres Menjadi Kls C,services,1167813130.0,2021-04-27T00:00:00.000000Z,complete,47771127-1,Belanja Jasa Konsultansi Perencanaan X-1 Pengembangan RSUD Kalideres Menjadi Kls C,2021-06-17T00:00:00.000000Z,1082191880.0,PT. GUBAHREKA CONSULTANT
ocds-20h3g7-47785127,ocds-20h3g7-47785127-1,2021-06-15T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47785127,Belanja Modal Tiang Monopole CCTV & Kelengkapannya,goods,448629885.0,2021-04-16T00:00:00.000000Z,complete,47785127-1,Belanja Modal Tiang Monopole CCTV & Kelengkapannya,2021-06-15T00:00:00.000000Z,426193900.0,CV. Solusi Teknologi Telematika
ocds-20h3g7-47786127,ocds-20h3g7-47786127-1,2021-06-25T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47786127,"Pelaksanaan Pengawasan Peningkatan Sarana, Prasarana dan Utilitas di Kelurahan Pejaten Barat (1 RW)",services,150854143.0,2021-04-16T00:00:00.000000Z,complete,47786127-1,"Pelaksanaan Pengawasan Peningkatan Sarana, Prasarana dan Utilitas di Kelurahan Pejaten Barat (1 RW)",2021-06-25T00:00:00.000000Z,136125000.0,CV. SEKAWAN DAYA
ocds-20h3g7-47787127,ocds-20h3g7-47787127-1,2021-06-25T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47787127,"Pelaksanaan Pengawasan Peningkatan Sarana, Prasarana dan Utilitas di Kelurahan Pejaten Timur (3 RW)",services,359387853.0,2021-04-16T00:00:00.000000Z,complete,47787127-1,"Pelaksanaan Pengawasan Peningkatan Sarana, Prasarana dan Utilitas di Kelurahan Pejaten Timur (3 RW)",2021-06-25T00:00:00.000000Z,298760000.0,PT JAGAD ALAM SEMESTA
ocds-20h3g7-47803127,ocds-20h3g7-47803127-1,2021-06-14T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47803127,Penyusunan Dokumen Lingkungan dan Manajemen Rekayasa Lalu Lintas Rumah Susun Rorotan VI,services,663230128.0,2021-04-21T00:00:00.000000Z,complete,47803127-1,Penyusunan Dokumen Lingkungan dan Manajemen Rekayasa Lalu Lintas Rumah Susun Rorotan VI,2021-06-14T00:00:00.000000Z,650249600.0,PT Delta Arsitektur Persada
ocds-20h3g7-47804127,ocds-20h3g7-47804127-1,2021-06-14T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47804127,Pengawasan Pembangunan Drainase Kawasan Balai Kartini - Atmajaya,services,873246000.0,2021-04-23T00:00:00.000000Z,complete,47804127-1,Pengawasan Pembangunan Drainase Kawasan Balai Kartini - Atmajaya,2021-06-14T00:00:00.000000Z,815628000.0,PT. ALFRIZ AULIATAMA
ocds-20h3g7-47807127,ocds-20h3g7-47807127-1,2021-06-10T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47807127,Pengawasan Pembangunan Kali Ciliwung Lama Segmen Jl. Krapu ( Lanjutan ),services,592086000.0,2021-04-22T00:00:00.000000Z,complete,47807127-1,Pengawasan Pembangunan Kali Ciliwung Lama Segmen Jl. Krapu ( Lanjutan ),2021-06-10T00:00:00.000000Z,545028000.0,PT. EKUILAPATTRA ENJINEERING KONSULTAN
ocds-20h3g7-47808127,ocds-20h3g7-47808127-1,2021-06-10T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47808127,Pengawasan Pembangunan Sodetan Kali Ancol Kampung Walang Jl. Lodan Tahap 2 dan Pembangunan Sarana/Prasarana Aliran Barat,services,576246000.0,2021-04-22T00:00:00.000000Z,complete,47808127-1,Pengawasan Pembangunan Sodetan Kali Ancol Kampung Walang Jl. Lodan Tahap 2 dan Pembangunan Sarana/Prasarana Aliran Barat,2021-06-10T00:00:00.000000Z,538857000.0,PT. Fujitama Cipta Andalan
ocds-20h3g7-47809127,ocds-20h3g7-47809127-1,2021-06-14T00:00:00.000000Z,Pemerintah Daerah Provinsi DKI Jakarta,D69,47809127,Penyusunan Dokumen Lingkungan dan Manajemen Rekayasa Lalu Lintas Rumah Susun Penjaringan,services,499110128.0,2021-04-21T00:00:00.000000Z,complete,47809127-1,Penyusunan Dokumen Lingkungan dan Manajemen Rekayasa Lalu Lintas Rumah Susun Penjaringan,2021-06-14T00:00:00.000000Z,491078500.0,Armudi Pradana Konsultan.PT
