date,buyer_name,tender_title,mainprocurementcategory,tender_minvalue,tender_status,award_title,award_date,award_value,award_supplier,days_to_award,budget_utilization_ratio
2019-10-07,Pemerintah Daerah Provinsi Dki Jakarta,Pembangunan Pintu Air Dan Kelengkapannya (Fisik),Works,1257329793.24,Complete,Pembangunan Pintu Air Dan Kelengkapannya (Fisik),2019-10-07,1005863834.59,Cv. Mandosi Jaya,21,0.7999999999984093
2019-10-10,Pemerintah Daerah Provinsi Dki Jakarta,Rehab Berat Gedung Smpn 46,Works,1195214256.67,Complete,Rehab Berat Gedung Smpn 46,2019-10-10,956181372.36,Cv. Putra Pede,15,0.8000083391107028
2019-10-04,Pemerintah Daerah Provinsi Dki Jakarta,Pemagaran Tanah Aset Milik Pemerintah Proviinsi Dki Jakarta,Works,2880309656.6,Complete,Pemagaran Tanah Aset Milik Pemerintah Proviinsi Dki Jakarta,2019-10-04,2304247886.43,Pt. Verona Karya Abadi,18,0.8000000559488455
2019-10-09,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Barang Pakai Habis Kesehatan,Goods,1366829200.0,Complete,Belanja Barang Pakai Habis Kesehatan,2019-10-09,695934932.0,Pt Khaki Assyifa Mandiri,21,0.5091601291514697
2019-09-23,Pemerintah Daerah Provinsi Dki Jakarta,"Pengadaan Kendaraan Dinas Operasional Khusus (Dump Truk, Truk Tangki, Mobil Tangga)",Goods,5775165955.9,Complete,"Pengadaan Kendaraan Dinas Operasional Khusus (Dump Truk, Truk Tangki, Mobil Tangga)",2019-09-23,5742000000.0,Pt. Dayaguna Motor Indonesia,5,0.9942571423655597
2019-09-23,Pemerintah Daerah Provinsi Dki Jakarta,Rehab Berat Gedung Rumah Perlindungan Orang Terlantar Semper (Pelaksanaan Rehab),Works,3235561078.77,Complete,Rehab Berat Gedung Rumah Perlindungan Orang Terlantar Semper (Pelaksanaan Rehab),2019-09-23,2750000000.0,Pt. Arkananta Putra Persada,12,0.8499298678192203
2019-10-04,Pemerintah Daerah Provinsi Dki Jakarta,"Pembangunan Lapangan Multifungsi Panti Sosial Bina Grahita Belaian Kasih Jl. Peta Utara No. 29 A Kel. Pegadungan, Kec. Kalideres Jakarta Barat",Works,255900111.07,Complete,"Pembangunan Lapangan Multifungsi Panti Sosial Bina Grahita Belaian Kasih Jl. Peta Utara No. 29 A Kel. Pegadungan, Kec. Kalideres Jakarta Barat",2019-10-04,204720088.86,Cv. Emmasindo,22,0.8000000000156312
2019-09-27,Pemerintah Daerah Provinsi Dki Jakarta,Rehab Berat Gedung Sekolah Sdn Kebayoran Lama Selatan 05,Works,1571874069.79,Complete,Rehab Berat Gedung Sekolah Sdn Kebayoran Lama Selatan 05,2019-09-27,1290127522.09,Cv. Karya Banten Sejati,14,0.8207575574182981
2019-10-09,Pemerintah Daerah Provinsi Dki Jakarta,Rehab Gedung Berat Sekolah Sma Negeri 90,Works,3471510127.53,Complete,Rehab Gedung Berat Sekolah Sma Negeri 90,2019-10-09,2777208102.02,Pt. Boni Cipta,26,0.7999999999988477
2019-10-10,Pemerintah Daerah Provinsi Dki Jakarta,Rehab Berat Gedung Sekolah Smp Negeri 239,Works,1631270958.74,Complete,Rehab Berat Gedung Sekolah Smp Negeri 239,2019-10-10,1305016767.0,Pt. Elinda Krida Pratama,23,0.8000000000049041
2019-09-30,Pemerintah Daerah Provinsi Dki Jakarta,Pembangunan Mushola Sudin Lingkungan Hidup Kota Administrasi Jakarta Pusat,Works,1349104313.71,Complete,Pembangunan Mushola Sudin Lingkungan Hidup Kota Administrasi Jakarta Pusat,2019-09-30,1079283450.97,Cv. Megacopilas,17,0.8000000000014824
2019-10-04,Pemerintah Daerah Provinsi Dki Jakarta,Rehab Berat Gedung Sman 28,Works,2368897735.62,Complete,Rehab Berat Gedung Sman 28,2019-10-04,1942490000.0,Pt. Binsaradya Abadi,16,0.8199974067228367
2019-10-15,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Alat Berat ( Excavator Long Arm ),Goods,4000000001.8,Complete,Pengadaan Alat Berat ( Excavator Long Arm ),2019-10-15,3993000000.0,Pt. Graha Reka Sentosa,20,0.9982499995507874
2019-10-10,Pemerintah Daerah Provinsi Dki Jakarta,Pekerjaan Bangunan Penunjang Dan Perkerasan Jalan,Works,7170647131.26,Complete,Pekerjaan Bangunan Penunjang Dan Perkerasan Jalan,2019-10-10,6581884855.76,Cv. Putra Pede,14,0.9178927278497185
2019-10-11,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Bahan Dan Fasilitas Pendukung Promosi Pariwisata Dan Kebudayaan Di Luar Negeri (Enjoy Jakarta In America),Services,1695210000.0,Complete,Pengadaan Bahan Dan Fasilitas Pendukung Promosi Pariwisata Dan Kebudayaan Di Luar Negeri (Enjoy Jakarta In America),2019-10-11,1628990000.0,Pt. Gimise Karya Persada,21,0.9609369930569074
2019-09-23,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Access Door Data Center,Goods,440000000.0,Complete,Belanja Modal Pengadaan Access Door Data Center,2019-09-23,321640000.0,Pt. Dharma Mitra Perkasa,4,0.731
2019-11-11,Pemerintah Daerah Provinsi Dki Jakarta,Perbaikan Sistem Filtrasi Air Mancur,Works,721388825.91,Complete,Perbaikan Sistem Filtrasi Air Mancur,2019-11-11,602212050.0,Pt.Rinvanda Lestari,31,0.8347953674501906
2019-10-04,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Teropong,Goods,308000000.0,Complete,Pengadaan Teropong,2019-10-04,307560000.0,Pt. Grand Integra Telematika,2,0.9985714285714286
2019-10-01,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor Rehab Berat Kantor Lurah Kemayoran,Works,2128452278.1,Complete,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor Rehab Berat Kantor Lurah Kemayoran,2019-10-01,1997356419.49,Cv. Sejati,19,0.9384078938678273
2019-10-01,Pemerintah Daerah Provinsi Dki Jakarta,019/Rehabilitasi Sedang Smpn 53,Works,559807891.97,Complete,019/Rehabilitasi Sedang Smpn 53,2019-10-01,508637432.98,Cv. Hotma Marojahan,18,0.9085928231380807
2019-10-14,Pemerintah Daerah Provinsi Dki Jakarta,Pembangunan/ Peningkatan Pencahayaan Kota Lingkungan/Mht Asmas Dan Dengan Tiang Base Plate,Works,7264726412.9,Complete,Pembangunan/ Peningkatan Pencahayaan Kota Lingkungan/Mht Asmas Dan Dengan Tiang Base Plate,2019-10-14,7069978740.0,Pt.Trihartana Rizky Ardelia,31,0.9731927037810831
2019-10-08,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Cctv Dan Perangkat Pendukungnya,Goods,11583465239.5,Complete,Pengadaan Cctv Dan Perangkat Pendukungnya,2019-10-08,10110859000.0,Pt Aplikanusa Lintasarta,21,0.8728699737900224
2019-10-11,Pemerintah Daerah Provinsi Dki Jakarta,Pemeliharaan Bangunan Rumah Pesisir,Works,1400868707.7,Complete,Pemeliharaan Bangunan Rumah Pesisir,2019-10-11,1338725544.65,Pt. Noval Indo Pratama,28,0.9556395522946408
2019-10-08,Pemerintah Daerah Provinsi Dki Jakarta,Pemeliharaan Gedung Kantor,Works,1524534963.33,Complete,Pemeliharaan Gedung Kantor,2019-10-08,1322343000.0,Pt. Pancur Mas Utama,22,0.8673746629671533
2019-10-02,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Alat Komunikasi Sosial,Services,6104134080.0,Complete,Belanja Modal Pengadaan Alat Komunikasi Sosial,2019-10-02,5739673500.0,Pt. Nutech Integrasi,15,0.940292828561197
2019-10-10,Pemerintah Daerah Provinsi Dki Jakarta,Normalisasi Jaringan Pju Tingkat Kota,Works,1837276881.0,Complete,Normalisasi Jaringan Pju Tingkat Kota,2019-10-10,1685489850.0,Pt. Santana Adi Daya,20,0.9173847814830257
2019-10-04,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Makanan Dan Minuman Peserta/Petugas/Panitia (Pelatihan Dan Simulasi Penanggulangan Dan Pemadaman Kebakaran),Services,220500000.0,Complete,Belanja Makanan Dan Minuman Peserta/Petugas/Panitia (Pelatihan Dan Simulasi Penanggulangan Dan Pemadaman Kebakaran),2019-10-04,175000000.0,Cv.Restu,4,0.7936507936507936
2019-10-10,Pemerintah Daerah Provinsi Dki Jakarta,Perbaikan Lapangan Olahraga Bulutangkis Jln Anggrek Garuda Blok E Rt 05 Rw 02 Kel. Kemanggisan Kec. Palmerah Jakarta Barat,Works,486991024.03,Complete,Perbaikan Lapangan Olahraga Bulutangkis Jln Anggrek Garuda Blok E Rt 05 Rw 02 Kel. Kemanggisan Kec. Palmerah Jakarta Barat,2019-10-10,389592819.23,Pt. Duta Pribumi Perkasa,24,0.8000000000123206
2019-10-10,Pemerintah Daerah Provinsi Dki Jakarta,Pembangunan Pagar Jalur Hijau Jl. Raya Bogor (Lanjutan),Works,1595706309.81,Complete,Pembangunan Pagar Jalur Hijau Jl. Raya Bogor (Lanjutan),2019-10-10,1301265867.9,Pt. Pangindho Ham Mbue,21,0.8154795527849615
2019-10-07,Pemerintah Daerah Provinsi Dki Jakarta,Perbaikan Lapangan Olahraga Bulutangkis Rw.06 Kelurahan Johar Baru,Works,464087499.28,Complete,Perbaikan Lapangan Olahraga Bulutangkis Rw.06 Kelurahan Johar Baru,2019-10-07,380431983.8,Pt. Armont Hodiy Situmeang,19,0.8197419331272965
2019-10-09,Pemerintah Daerah Provinsi Dki Jakarta,Pembangunan Gedung Co Working Space,Works,3888399951.11,Complete,Pembangunan Gedung Co Working Space,2019-10-09,3110719960.89,Pt. Elinda Krida Pratama,23,0.8000000000005143
2019-10-09,Pemerintah Daerah Provinsi Dki Jakarta,Pembangunan Gapura Di Kepulauan Seribu,Works,917479738.66,Complete,Pembangunan Gapura Di Kepulauan Seribu,2019-10-09,871424906.2,Cv. Vanindo,20,0.9498028888057364
2019-10-02,Pemerintah Daerah Provinsi Dki Jakarta,Rehab Berat Gedung Sekolah Sdn Pisangan Timur 10,Works,1909087365.56,Complete,Rehab Berat Gedung Sekolah Sdn Pisangan Timur 10,2019-10-02,1527269892.45,Cv. Riaprima Putri Ambar,15,0.8000000000010477
2019-10-08,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Bahan Bangunan Dan Alat Penyiraman,Goods,742350779.19,Complete,Pengadaan Bahan Bangunan Dan Alat Penyiraman,2019-10-08,730085458.3,Pt. Ivero Naulido Utama,15,0.983477728812539
2019-10-10,Pemerintah Daerah Provinsi Dki Jakarta,Pemeliharaan Ruang Publik Terpadu Ramah Anak (Rptra) Di Kabupaten Administrasi Kepulauan Seribu,Works,517965487.02,Complete,Pemeliharaan Ruang Publik Terpadu Ramah Anak (Rptra) Di Kabupaten Administrasi Kepulauan Seribu,2019-10-10,494571000.85,Pt. Elinda Krida Pratama,21,0.954833889986387
2019-10-10,Pemerintah Daerah Provinsi Dki Jakarta,Penataan Ruang Terbuka Hijau Taman Jalur Hijau Penataan Rth Putaran (U Turn) Median Jl Yos Sudarso,Works,955712408.01,Complete,Penataan Ruang Terbuka Hijau Taman Jalur Hijau Penataan Rth Putaran (U Turn) Median Jl Yos Sudarso,2019-10-10,820253128.59,Cv. Trinaya Bersinar,17,0.8582635547213879
2019-10-03,Pemerintah Daerah Provinsi Dki Jakarta,Rehab Berat Gedung Loka Bina Karya (Lbk) Kelapa Dua (Pelaksanaan Rehab),Works,912585505.73,Complete,Rehab Berat Gedung Loka Bina Karya (Lbk) Kelapa Dua (Pelaksanaan Rehab),2019-10-03,848694000.0,Pt. Sumartua Tonangindo,16,0.929988471952673
2019-10-16,Pemerintah Daerah Provinsi Dki Jakarta,Penataan Jh. Jl. Yos Sudarso Sisi Timur (Pintu Pertamina I S/D Fo. Artha Gading S/D Rumah Pompa),Works,913221918.61,Complete,Penataan Jh. Jl. Yos Sudarso Sisi Timur (Pintu Pertamina I S/D Fo. Artha Gading S/D Rumah Pompa),2019-10-16,765333255.28,Cv. Bermuara Abadi,23,0.8380583510795504
2019-10-11,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Dan Pemeliharaan Instalasi Listrik Tpst Bantargebang ( Pembangunan Pju Protokol Dengan Tiang Oktagonal Cabang 1 ),Works,303961200.36,Complete,Pengadaan Dan Pemeliharaan Instalasi Listrik Tpst Bantargebang ( Pembangunan Pju Protokol Dengan Tiang Oktagonal Cabang 1 ),2019-10-11,294832845.96,Cv.Surya,16,0.96996868551253
2019-10-10,Pemerintah Daerah Provinsi Dki Jakarta,"Penataan Jalur Hijau Di Jl. Persahabatan Utara, Jl. Cipinang Baru Utara, Dan Jl. Persahabatan Timur",Works,1132313674.77,Complete,"Penataan Jalur Hijau Di Jl. Persahabatan Utara, Jl. Cipinang Baru Utara, Dan Jl. Persahabatan Timur",2019-10-10,905850939.82,Ardilan Bersaudara,21,0.8000000000035327
2019-10-11,Pemerintah Daerah Provinsi Dki Jakarta,Pergelaran Nilai Tradisi Geger Pecinan Di Batavia,Services,1809297641.8,Complete,Pergelaran Nilai Tradisi Geger Pecinan Di Batavia,2019-10-11,1593625000.0,Pt. Landuru Berlian,24,0.8807975886237073
2019-10-10,Pemerintah Daerah Provinsi Dki Jakarta,Penataan Jalur Hijau Di Jl. Alu-Alu Rawamangun Dan Kedondong,Works,2297354440.91,Complete,Penataan Jalur Hijau Di Jl. Alu-Alu Rawamangun Dan Kedondong,2019-10-10,2171676300.0,Ardilan Bersaudara,21,0.9452944053072552
2019-10-09,Pemerintah Daerah Provinsi Dki Jakarta,Perawatan Bangunan Di Pulau Untung Jawa (Pekerjaan Fisik),Works,1822210829.35,Complete,Perawatan Bangunan Di Pulau Untung Jawa (Pekerjaan Fisik),2019-10-09,1621639800.0,Cv. Karya Prima Graha,20,0.8899298444946979
2019-11-07,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Ruang Rapat Dan Ruang Serbaguna Badan Pajak Dan Retribusi Daerah,Works,2738594116.47,Complete,Pengadaan Ruang Rapat Dan Ruang Serbaguna Badan Pajak Dan Retribusi Daerah,2019-11-07,2191200000.0,Pt. Amoraindo Utama Karya,44,0.8001185669764086
2019-10-07,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Pemeliharaan Gedung Kantor Dan Belanja Pemeliharaan Gedung Sarana Olahraga Untuk Rehab Fasilitas Gelanggang Oahraga Ciracas,Works,1695433167.87,Complete,Belanja Pemeliharaan Gedung Kantor Dan Belanja Pemeliharaan Gedung Sarana Olahraga Untuk Rehab Fasilitas Gelanggang Oahraga Ciracas,2019-10-07,1449132622.37,Cv. Marudut Jaya,17,0.854727069065523
2019-10-07,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Hibah Barang/Jasa Yang Akan Diserahkan Kepada Masyarakat Untuk Pembangunan Fasilitas Olahraga Wilayah Kel. Batu Ampar Kec. Karamatjati Hasil Reses Ke Tiga,Works,357780222.6,Complete,Belanja Hibah Barang/Jasa Yang Akan Diserahkan Kepada Masyarakat Untuk Pembangunan Fasilitas Olahraga Wilayah Kel. Batu Ampar Kec. Karamatjati Hasil Reses Ke Tiga,2019-10-07,314846595.89,Cv.Naposobulung Berkarya,17,0.88000000000559
2019-10-08,Pemerintah Daerah Provinsi Dki Jakarta,Pekerjaan Fisik Revitalisasi Museum Pulau Onrust,Works,3504883000.61,Complete,Pekerjaan Fisik Revitalisasi Museum Pulau Onrust,2019-10-08,3417111830.0,Pt.Airufindo Multi Karya,19,0.9749574606071802
2019-10-08,Pemerintah Daerah Provinsi Dki Jakarta,Revitalisasi Waduk/Situ/Embung Kota Administrasi Jakarta Timur,Works,804353525.35,Complete,Revitalisasi Waduk/Situ/Embung Kota Administrasi Jakarta Timur,2019-10-08,643482820.29,Kontan,18,0.8000000000124323
2019-10-15,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Pakaian Dinas Petugas Lapangan,Goods,996707131.2,Complete,Pengadaan Pakaian Dinas Petugas Lapangan,2019-10-15,860872100.0,Cv. Putri Mahakam Kalisamarindo,26,0.8637162041406692
2019-10-10,Pemerintah Daerah Provinsi Dki Jakarta,Penataan Tpu Tegal Kunir,Works,3297704158.39,Complete,Penataan Tpu Tegal Kunir,2019-10-10,2932110576.24,Cv. Grand Permata Mulana,22,0.8891369375206508
2019-10-21,Pemerintah Daerah Provinsi Dki Jakarta,Perbaikan Lapangan Olahraga Bulutangkis Jl. Family Rt 011 Jl. Cipedak Iv ( Perbatasan Rt 5 Dan 14) Kelurahan Srengseng Sawah Kecamatan Jagakarsa,Works,544457252.9,Complete,Perbaikan Lapangan Olahraga Bulutangkis Jl. Family Rt 011 Jl. Cipedak Iv ( Perbatasan Rt 5 Dan 14) Kelurahan Srengseng Sawah Kecamatan Jagakarsa,2019-10-21,528123535.32,Hendry Putra Andalan,26,0.9700000000128569
2019-10-25,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Turbo Jet Aerator Di Sarana Dan Prasarana Dinas Sumber Daya Air Provinsi Dki Jakarta,Goods,956444500.0,Complete,Pengadaan Turbo Jet Aerator Di Sarana Dan Prasarana Dinas Sumber Daya Air Provinsi Dki Jakarta,2019-10-25,907500000.0,Pt. Cakra Globalindo Sakti,22,0.9488266177493833
2019-10-14,Pemerintah Daerah Provinsi Dki Jakarta,Pembangunan Prasarana Keselamatan Lalu Lintas Di Koridor Busway,Works,341874321.18,Complete,Pembangunan Prasarana Keselamatan Lalu Lintas Di Koridor Busway,2019-10-14,287374428.0,Cv. Sekar Wangi,21,0.840585005063
2019-09-27,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Sound System Kantor Walikota Jakarta Selatan,Goods,306816400.0,Complete,Belanja Modal Pengadaan Sound System Kantor Walikota Jakarta Selatan,2019-09-27,277646600.0,Cv. Darelwan Pratama,3,0.9049275071345599
2019-10-17,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Surface Aerator Dalam Rangka Peningkatan Kualitas Air Permukaan Di Provinsi Dki Jakarta,Goods,4466985600.0,Complete,Pengadaan Surface Aerator Dalam Rangka Peningkatan Kualitas Air Permukaan Di Provinsi Dki Jakarta,2019-10-17,4389000000.0,Pt. Grahadika Adipurnajasa,14,0.9825417838821777
2019-10-16,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Pemeliharaan Gedung Kantor,Works,322017574.72,Complete,Belanja Pemeliharaan Gedung Kantor,2019-10-16,257613880.63,Cv. Andre Permata Cemerlang,23,0.7999994436763267
2019-10-15,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Alat Fitnes Outdoor Sudin Pemuda Dan Olahraga Kota Administrasi Jakarta Utara,Goods,479725400.0,Complete,Pengadaan Alat Fitnes Outdoor Sudin Pemuda Dan Olahraga Kota Administrasi Jakarta Utara,2019-10-15,444290000.0,Pesona Mitratama Elektrindo,19,0.9261339924882026
2019-10-11,Pemerintah Daerah Provinsi Dki Jakarta,Rehabilitasi Lapangan Voli Pedongkelan,Works,1201719190.94,Complete,Rehabilitasi Lapangan Voli Pedongkelan,2019-10-11,961375352.75,Cv. Abdi Pratama,22,0.7999999999983357
2019-10-11,Pemerintah Daerah Provinsi Dki Jakarta,Pemasangan Lampu Lalu Lintas 2019,Goods,1601121335.0,Complete,Pemasangan Lampu Lalu Lintas 2019,2019-10-11,1566510000.0,Vera Inti Persada,3,0.9783830655157687
2019-10-08,Pemerintah Daerah Provinsi Dki Jakarta,Pemeliharaan Gedung Kantor Perpustakaan Umum Cikini,Works,1048466194.89,Complete,Pemeliharaan Gedung Kantor Perpustakaan Umum Cikini,2019-10-08,976853176.31,Pt. Tri Tanerto Simber,15,0.9316973509217307
2019-10-02,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Alat Berat ( Bulldozer  ),Goods,26299000004.2,Complete,Pengadaan Alat Berat ( Bulldozer  ),2019-10-02,26133800000.0,Pt Raja Buana Makmur,5,0.9937183921756105
2019-09-27,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Bahan Non Katalog,Goods,2668815124.0,Complete,Pengadaan Bahan Non Katalog,2019-09-27,2562164479.26,Pt. Budi Mulya Jaya,3,0.9600382043023825
2019-10-07,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Konstruksi/Pembelian Sarana Pendidikan Dan Pelatihan Untuk Rehab Wisma Atlit Radin Inten,Works,2312897152.29,Complete,Belanja Modal Pengadaan Konstruksi/Pembelian Sarana Pendidikan Dan Pelatihan Untuk Rehab Wisma Atlit Radin Inten,2019-10-07,1952607345.45,Dinamika Pratama,17,0.8442257553548038
2019-10-11,Pemerintah Daerah Provinsi Dki Jakarta,Pemeliharaan Jembatan Timbang (Rehab Jembatan Timbang),Works,1926243973.97,Complete,Pemeliharaan Jembatan Timbang (Rehab Jembatan Timbang),2019-10-11,1780299650.25,Pt. Anggarowati Kencana,16,0.9242337285971061
2019-10-10,Pemerintah Daerah Provinsi Dki Jakarta,Penataan Gudang Lenteng Agung Dinas Kehutanan Provinsi Dki Jakarta,Works,578076340.07,Complete,Penataan Gudang Lenteng Agung Dinas Kehutanan Provinsi Dki Jakarta,2019-10-10,536610970.06,Cv. Mega Putritama,14,0.9282700793376547
2019-09-30,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Videotron Indoor Ruang Serbaguna,Goods,1090854160.0,Complete,Pengadaan Videotron Indoor Ruang Serbaguna,2019-09-30,715000000.0,Pt.Tucho Anugerah,4,0.6554496707424208
2019-09-27,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Alat Peraga Edukatif Pendidikan Anak Usia Dini (Ape-Paud),Goods,377809740.0,Complete,Pengadaan Alat Peraga Edukatif Pendidikan Anak Usia Dini (Ape-Paud),2019-09-27,375952500.0,Cv Mandiri Utama,3,0.9950841923768297
2019-10-15,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Pakaian Kerja Lapangan Penyediaan Jasa Dan Pengadaan Perlengkapan Keamanan Kantor,Goods,257884000.0,Complete,Belanja Pakaian Kerja Lapangan Penyediaan Jasa Dan Pengadaan Perlengkapan Keamanan Kantor,2019-10-15,254864500.0,Cv. Adhi Makmur,19,0.9882912472274356
2019-10-11,Pemerintah Daerah Provinsi Dki Jakarta,Rehab Fasilitas Olahraga Gor Sunter,Works,4341577187.79,Complete,Rehab Fasilitas Olahraga Gor Sunter,2019-10-11,3496830000.0,Pt. Bahtera Usaha Konstruksi,17,0.8054284995402782
2019-10-09,Pemerintah Daerah Provinsi Dki Jakarta,Rehabilitasi Lokasi Binaan,Works,8024980446.63,Complete,Rehabilitasi Lokasi Binaan,2019-10-09,7752629821.53,Cv. Corsa Sarikarsa,15,0.9660621447103499
2019-10-02,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Barang Pakai Habis Sandang Kegiatan Penyediaan Kebutuhan Sandang Bagi Warga Binaan Sosial (Wbs) Psaa Putra Utama 4,Goods,339036500.0,Complete,Belanja Barang Pakai Habis Sandang Kegiatan Penyediaan Kebutuhan Sandang Bagi Warga Binaan Sosial (Wbs) Psaa Putra Utama 4,2019-10-02,275341000.0,Cv. Jaya Fredy Semesta,5,0.8121278977337248
2019-10-18,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Pemeliharaan Gedung,Works,579410704.77,Complete,Belanja Pemeliharaan Gedung,2019-10-18,470338456.5,Pt. Windenlei Anugrah Bersaudara,25,0.8117531357773295
2019-10-18,Pemerintah Daerah Provinsi Dki Jakarta,Perbaikan Gedung Dinas Teknis Abdul Muis,Works,1410783945.4,Complete,Perbaikan Gedung Dinas Teknis Abdul Muis,2019-10-18,1196682685.21,Pt. Marvic Lumongga Indah,25,0.848239511876997
2019-10-01,Pemerintah Daerah Provinsi Dki Jakarta,"Pembangunan Shelter Dilokasi  Muara Angke, Jakarta Utara",Works,7624625240.55,Complete,"Pembangunan Shelter Dilokasi  Muara Angke, Jakarta Utara",2019-10-01,5406051707.0,Cv. Srimahi,4,0.7090252355288266
2019-10-02,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Kendaraan Dinas Operasional Khusus,Goods,1052000000.0,Complete,Pengadaan Kendaraan Dinas Operasional Khusus,2019-10-02,1048850000.0,Pt. Groen Indonesia,6,0.9970057034220532
2019-10-02,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Kendaraan Dinas Operasional Khusus,Goods,1888000000.0,Complete,Pengadaan Kendaraan Dinas Operasional Khusus,2019-10-02,1704800000.0,Pt. Dayaguna Motor Indonesia,6,0.9029661016949152
2019-10-11,Pemerintah Daerah Provinsi Dki Jakarta,Rehabilitasi Lapangan Sepak Bola Persima,Works,336054190.57,Complete,Rehabilitasi Lapangan Sepak Bola Persima,2019-10-11,315724922.68,Cv.Brilian Krisdatama,17,0.9395059830811263
2019-10-11,Pemerintah Daerah Provinsi Dki Jakarta,Rehabilitasi Stadion Sepakbola Tamansari,Works,303669733.0,Complete,Rehabilitasi Stadion Sepakbola Tamansari,2019-10-11,272911420.77,Cv.Brilian Krisdatama,17,0.898711300839455
2019-10-16,Pemerintah Daerah Provinsi Dki Jakarta,Kepulauan Seribu Water Sport Competition,Services,4191819650.0,Complete,Kepulauan Seribu Water Sport Competition,2019-10-16,3859134000.0,Pt.Artha Inti Komunika,16,0.9206345506777707
2019-10-21,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Kantong Plastik Sampah,Goods,3771267500.0,Complete,Pengadaan Kantong Plastik Sampah,2019-10-21,3090284340.0,Pt. Buana Mandiri Internusa,14,0.8194285714285714
2019-10-07,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Tanaman Hias,Goods,419639990.0,Complete,Pengadaan Tanaman Hias,2019-10-07,369336000.0,Cv Farrel Sidqi,5,0.8801258431066115
2019-10-09,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Truk Tangki Air,Goods,470690000.0,Complete,Pengadaan Truk Tangki Air,2019-10-09,423500000.0,Pt. Dayaguna Motor Indonesia,2,0.8997429305912596
2019-11-01,Pemerintah Daerah Provinsi Dki Jakarta,Pelaksanaan Fisik Pembangunan Ruang Publik Terpadu (Rptra),Works,4900609056.64,Complete,Pelaksanaan Fisik Pembangunan Ruang Publik Terpadu (Rptra),2019-11-01,4631075558.52,Pt. Elinda Krida Pratama,29,0.9449999999990205
2019-10-10,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Pemeliharaan Jaringan Teknologi Informasi,Services,344789302.0,Complete,Belanja Pemeliharaan Jaringan Teknologi Informasi,2019-10-10,326999999.99,Pt. Cipta Inovasi Teknologi,10,0.9484052959102542
2019-11-05,Pemerintah Daerah Provinsi Dki Jakarta,Perbaikan Lapangan Bulutangkis Jl. Kp Melayu Kecil I Rw 011 Kel. Bukit Duri Kec. Tebet,Works,552687265.18,Complete,Perbaikan Lapangan Bulutangkis Jl. Kp Melayu Kecil I Rw 011 Kel. Bukit Duri Kec. Tebet,2019-11-05,530579774.56,Cv. Vanindo,15,0.9599999999768405
2019-11-05,Pemerintah Daerah Provinsi Dki Jakarta,Pemasangan Atap/Membran Lapangan Olahraga Futsal Blok A Rt 004/03 Kel. Ciganjur Jagakarsa,Works,762836632.51,Complete,Pemasangan Atap/Membran Lapangan Olahraga Futsal Blok A Rt 004/03 Kel. Ciganjur Jagakarsa,2019-11-05,724706163.73,Pt. Domas,15,0.9500148955163081
2019-10-11,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Alat-Alat Angkutan Darat Bermotor / Lift,Goods,8910000000.0,Complete,Belanja Modal Pengadaan Alat-Alat Angkutan Darat Bermotor / Lift,2019-10-11,7601000000.0,Pt.Transformasi Sejahtera Indonesia,2,0.8530864197530864
