date,buyer_name,tender_title,mainprocurementcategory,tender_minvalue,tender_status,award_title,award_date,award_value,award_supplier,days_to_award,budget_utilization_ratio
2015-08-20,Unknown Buyer,Perencanaan Teknis X-1 Pembangunan Trotoar Tahun 2016 (Zona Barat Dan Timur),Services,189585000.0,Complete,Perencanaan Teknis X-1 Pembangunan Trotoar Tahun 2016 (Zona Barat Dan Timur),2015-08-20,150507500.0,Pt. Delima Laksana Tata,28,0.7938787351319988
2015-09-14,Pemerintah Daerah Provinsi Dki Jakarta,Pengawasan Pembangunan Masjid Dan Renovasi Gedung Blok D Balaikota Provinsi Dki Jakarta,Services,369193000.0,Complete,Pengawasan Pembangunan Masjid Dan Renovasi Gedung Blok D Balaikota Provinsi Dki Jakarta,2015-09-14,332563000.0,Pt. Bina Karya (Persero),52,0.9007836009891845
2015-09-14,Pemerintah Daerah Provinsi Dki Jakarta,Pengawasan Pembangunan Masjid Raya Jakarta,Services,807708000.0,Complete,Pengawasan Pembangunan Masjid Raya Jakarta,2015-09-14,600000896.0,Pt.Elsadai Servo Cons,52,0.742843819796263
2015-08-18,Unknown Buyer,"Perencanaan Teknis Kegiatan Pemeliharaan Berkala Berat (Layer Hotmix) X-1 Kecamatan Penjaringan, Pademangan, Tanjung Priok Tahun 2016",Services,196075000.0,Complete,"Perencanaan Teknis Kegiatan Pemeliharaan Berkala Berat (Layer Hotmix) X-1 Kecamatan Penjaringan, Pademangan, Tanjung Priok Tahun 2016",2015-08-18,164340000.0,Cakra Gatra Utama. Pt,26,0.838148667601683
2015-08-20,Unknown Buyer,"Perencanaan Teknis Pembangunan Trotoar Di Wilayah Kecamatan Penjaringan, Pademangan Dan Tanjung Priok",Services,148225000.0,Complete,"Perencanaan Teknis Pembangunan Trotoar Di Wilayah Kecamatan Penjaringan, Pademangan Dan Tanjung Priok",2015-08-20,121000000.0,Pt. Inasa Sakha Kirana,28,0.8163265306122449
2015-08-07,Unknown Buyer,Pengadaan Suku Cadang Dan Peralatan Pendukung Laboratorium,Goods,1970848000.0,Complete,Pengadaan Suku Cadang Dan Peralatan Pendukung Laboratorium,2015-08-07,1912196000.0,C.V. Arya Wahyoe Sejahtera,15,0.9702402214681193
2015-08-07,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Cetakan Khusus (Majalah Media Jaya),Goods,355808750.0,Complete,Belanja Cetakan Khusus (Majalah Media Jaya),2015-08-07,279675000.0,Pt Jasguna Wiratama,15,0.7860262008733624
2015-08-14,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Bahan Bibit Tanaman,Goods,346542500.0,Complete,Pengadaan Bahan Bibit Tanaman,2015-08-14,242736450.0,Pt. Ari Manda Persada,21,0.7004521811898974
2015-08-10,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultansi Perencanaan Penilaian Kinerja Penanganan Sampah Di Provinsi Dki Jakarta,Services,98863902.5,Complete,Jasa Konsultansi Perencanaan Penilaian Kinerja Penanganan Sampah Di Provinsi Dki Jakarta,2015-08-10,85002500.0,Pt. Hegar Daya,18,0.859793087775389
2015-08-18,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultansi Perencanaan Analisis Dan Evaluasi Penanganan Sampah Sungai,Services,426976000.0,Complete,Jasa Konsultansi Perencanaan Analisis Dan Evaluasi Penanganan Sampah Sungai,2015-08-18,395175000.0,Pt. Arkonin Engineering Manggala Pratama,26,0.9255204039571311
2015-08-14,Unknown Buyer,Perencanaan (X-1)  Pemeliharaan Trotoar Jakarta Utara,Services,78430000.0,Complete,Perencanaan (X-1)  Pemeliharaan Trotoar Jakarta Utara,2015-08-14,62700000.0,Pt. Arga Bhuana Cipta,21,0.7994389901823282
2015-08-28,Unknown Buyer,Perencanaan (X-1) Pemeliharaan Berkala Jalan Di Kota Administrasi Jakarta Utara,Services,355025000.0,Complete,Perencanaan (X-1) Pemeliharaan Berkala Jalan Di Kota Administrasi Jakarta Utara,2015-08-28,319506000.0,Pt. Gihon Wahana Cipta,35,0.8999535243996901
2015-08-14,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Sarana Dan Prasarana Hutan Kota Dan Hutan Mangrove,Works,1071399300.0,Complete,Pengadaan Sarana Dan Prasarana Hutan Kota Dan Hutan Mangrove,2015-08-14,942359000.0,Pt. Maranatha Permai,21,0.8795590962211755
2015-08-14,Unknown Buyer,"Perencanaan Teknis Kegiatan Pemeliharaan Berkala Berat (Layer Hotmix) X-1 Kecamatan Kelapa Gading, Koja, Cilincing",Services,196075000.0,Complete,"Perencanaan Teknis Kegiatan Pemeliharaan Berkala Berat (Layer Hotmix) X-1 Kecamatan Kelapa Gading, Koja, Cilincing",2015-08-14,159555000.0,Pt. Bina Index Consult,21,0.8137447405329593
2015-08-14,Unknown Buyer,Perencanaan Teknis X-1 Pembangunan Jembatan Tahun 2016,Services,185724000.0,Complete,Perencanaan Teknis X-1 Pembangunan Jembatan Tahun 2016,2015-08-14,163597500.0,Pt. Hegar Daya,21,0.880863539445629
2015-08-28,Unknown Buyer,"Perencanaan Teknis Peningkatan Jalan (Dengan Betonisasi) X-1 Tahun 2016 Kecamatan Penjaringan, Kecamatan Pademangan, Kecamatan Tanjung Priok",Services,386485000.0,Complete,"Perencanaan Teknis Peningkatan Jalan (Dengan Betonisasi) X-1 Tahun 2016 Kecamatan Penjaringan, Kecamatan Pademangan, Kecamatan Tanjung Priok",2015-08-28,328834000.0,Pt. Inasa Sakha Kirana,35,0.8508325032019354
2015-08-13,Unknown Buyer,Belanja Alat Kebersihan Dan Bahan Pembersih,Goods,423331038.9,Complete,Belanja Alat Kebersihan Dan Bahan Pembersih,2015-08-13,334426400.0,Pt. Merantau Mandiri,20,0.7899879037194786
2015-08-14,Unknown Buyer,"Pembangunan / Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Tambora (Kelurahan Angke, Jembatan Besi, Dan Kali Anyar)",Works,526365950.0,Complete,"Pembangunan / Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Tambora (Kelurahan Angke, Jembatan Besi, Dan Kali Anyar)",2015-08-14,505335600.0,Pt. Alfindo Citra Endrotama,11,0.9600461428023602
2015-08-14,Unknown Buyer,Pembangunan / Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec.Tamansari,Works,583513535.0,Complete,Pembangunan / Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec.Tamansari,2015-08-14,559398840.0,Pt Mana Raya Bersaudara,11,0.9586732893865093
2015-08-14,Unknown Buyer,"Pembangunan / Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Grogol Petamburan (Kel. Wijaya Kusuma, Jelambar Dan Jelambar Baru)",Works,395467710.0,Complete,"Pembangunan / Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Grogol Petamburan (Kel. Wijaya Kusuma, Jelambar Dan Jelambar Baru)",2015-08-14,367519808.0,Pt. Cipta Persada Development,11,0.929329496964493
2015-08-14,Unknown Buyer,Pembangunan / Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Grogol Petamburan (Kelurahan Grogol Dan Tomang),Works,439725000.0,Complete,Pembangunan / Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Grogol Petamburan (Kelurahan Grogol Dan Tomang),2015-08-14,409146595.0,Pt. Nusa Cipta Lestari,11,0.930460162601626
2015-09-10,Unknown Buyer,Belanja Modal Pengadaan Alat-Alat Kedokteran,Goods,17818848600.0,Complete,Belanja Modal Pengadaan Alat-Alat Kedokteran,2015-09-10,16998300000.0,Pt. Hutama Sejahtera Radofa,20,0.9539505262983153
2015-08-19,Unknown Buyer,Pembangunan / Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Grogol Petamburan (Kel. Tanjung Duren Utara Dan Tanjung Duren Selatan),Works,969966360.0,Complete,Pembangunan / Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Grogol Petamburan (Kel. Tanjung Duren Utara Dan Tanjung Duren Selatan),2015-08-19,902315700.0,Pt. Nusa Cipta Lestari,16,0.9302546327482945
2015-08-14,Unknown Buyer,Pembangunan / Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Kalideres (Kelurahan Tegal Alur Dan Kamal),Works,523679035.0,Complete,Pembangunan / Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Kalideres (Kelurahan Tegal Alur Dan Kamal),2015-08-14,518486100.0,Pt.Trihartana Rizky Ardelia,11,0.990083744712064
2015-08-14,Unknown Buyer,"Pembangunan / Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Tambora (Kelurahan Roa Malaka, Pekojan, Tambora, Jembatan Lima)",Works,473304480.0,Complete,"Pembangunan / Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Tambora (Kelurahan Roa Malaka, Pekojan, Tambora, Jembatan Lima)",2015-08-14,460890100.0,Pt. Alfindo Citra Endrotama,11,0.9737708377490955
2015-08-14,Unknown Buyer,Pengadaan Belanja Obat-Obatan Puskesmas Kec. Koja,Goods,576044910.0,Complete,Pengadaan Belanja Obat-Obatan Puskesmas Kec. Koja,2015-08-14,402358405.0,Pt. Berkat Mulia Sejahtera,21,0.6984844376109495
2015-08-07,Unknown Buyer,Belanja  Alat Laboratorium (Glassware),Goods,307644700.0,Complete,Belanja  Alat Laboratorium (Glassware),2015-08-07,245295270.0,Manise Rohana,14,0.7973329948476278
2015-09-18,Unknown Buyer,Belanja Bahan Dan Pangan Blud Puskesmas Kecamatan Kemayoran Jakarta Pusat,Goods,918845400.0,Complete,Belanja Bahan Dan Pangan Blud Puskesmas Kecamatan Kemayoran Jakarta Pusat,2015-09-18,734736640.0,Pt. Zalfa Mandiri,16,0.7996303186586122
2015-08-06,Unknown Buyer,Penyediaan Jasa Kebersihan Bagian Umum Dan Protokol Setko Administrasi Jakarta Pusat,Goods,734901603.0,Complete,Penyediaan Jasa Kebersihan Bagian Umum Dan Protokol Setko Administrasi Jakarta Pusat,2015-08-06,624465875.0,Pt. Fortuna Dua Putri,13,0.8497271913012823
2015-08-20,Unknown Buyer,Pembangunan/Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Kalideres (Kelurahan Kalideres),Works,467729130.0,Complete,Pembangunan/Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Kalideres (Kelurahan Kalideres),2015-08-20,458372420.0,Pt.Arditaputrabakti,17,0.9799954516409958
2015-08-14,Unknown Buyer,"Pembangunan/Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Kembangan (Kelurahan Kembangan Utara, Selatan Dan Srengseng)",Works,463352010.0,Complete,"Pembangunan/Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Kembangan (Kelurahan Kembangan Utara, Selatan Dan Srengseng)",2015-08-14,410260730.0,Pt. Mitra Kencana Putra,11,0.8854191222781143
2015-09-01,Unknown Buyer,Pengawasan Penyelesaian Rehab Total Puskesmas Kecamatan Tamansari Menjadi Puskesmas Kecamatan Rawat Inap,Services,561734000.0,Complete,Pengawasan Penyelesaian Rehab Total Puskesmas Kecamatan Tamansari Menjadi Puskesmas Kecamatan Rawat Inap,2015-09-01,146552200.0,Pt. Bayu Berlian Mandiri,34,0.260892522083406
2015-08-14,Unknown Buyer,"Pembangunan/Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Kebon Jeruk (Kelurahan Duri Kepa, Kedoya Utara Dan Selatan)",Works,478077490.0,Complete,"Pembangunan/Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Kebon Jeruk (Kelurahan Duri Kepa, Kedoya Utara Dan Selatan)",2015-08-14,468660500.0,Sutoti Eskyfa Sarana,11,0.9803023773405437
2015-08-14,Unknown Buyer,Pembangunan/Peningkatankualitas Lampu Pju Aspirasi Masyarakat Di Kec. Cengkareng ( Kelurahan Rawa Buaya Dan Duri Kosambi ),Works,796245505.0,Complete,Pembangunan/Peningkatankualitas Lampu Pju Aspirasi Masyarakat Di Kec. Cengkareng ( Kelurahan Rawa Buaya Dan Duri Kosambi ),2015-08-14,755703960.0,Pt. Jior Taruna,11,0.9490841144528659
2015-08-14,Unknown Buyer,Pembangunan/Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Cengkareng (Kelurahan Kedaung Kaliangke Dan Kapuk),Works,533397150.0,Complete,Pembangunan/Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Cengkareng (Kelurahan Kedaung Kaliangke Dan Kapuk),2015-08-14,496092025.0,Pt. Cipta Persada Development,11,0.93006125923245
2015-08-14,Unknown Buyer,Pembangunan/Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Cengkareng ( Kelurahan Cengkareng Timur Dan Cengkareng Barat ),Works,681531070.0,Complete,Pembangunan/Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Cengkareng ( Kelurahan Cengkareng Timur Dan Cengkareng Barat ),2015-08-14,650719850.0,Pt. Menata Citra Utama,11,0.9547911733503214
2015-08-14,Unknown Buyer,Pembangunan/Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Kalideres (Kelurahan Semanan Dan Pegadungan),Works,566252445.0,Complete,Pembangunan/Peningkatan Kualitas Lampu Pju Aspirasi Masyarakat Di Kec. Kalideres (Kelurahan Semanan Dan Pegadungan),2015-08-14,540012000.0,Pt. Nami Jaya Sejahtera,11,0.9536594583710805
2015-08-07,Unknown Buyer,Pengadaan   Bahan Kimia Blud Puskesmas Kecamatan Jagakarsa,Goods,336000000.0,Complete,Pengadaan   Bahan Kimia Blud Puskesmas Kecamatan Jagakarsa,2015-08-07,325248000.0,Pt. Kitaya Citra Mandiri,14,0.968
2015-08-07,Unknown Buyer,Pengadaan   Belanja Pakaian Kerja Lapangan Rsud Pasar Minggu,Goods,422307785.12,Complete,Pengadaan   Belanja Pakaian Kerja Lapangan Rsud Pasar Minggu,2015-08-07,371101500.0,Pt. Milfad Sigma Utama,14,0.8787465281857174
2015-10-01,Pemerintah Daerah Provinsi Dki Jakarta,Pematangan Tanah Dan Turap Lokasi Rumah Susun Blok Nagrak Jakarta Utara (Konsultansi Pengawasan),Services,689495400.0,Complete,Pematangan Tanah Dan Turap Lokasi Rumah Susun Blok Nagrak Jakarta Utara (Konsultansi Pengawasan),2015-10-01,561840000.0,Pt. Wahanacipta Bangunwisma,69,0.8148567778697291
2015-08-31,Pemerintah Daerah Provinsi Dki Jakarta,Jasa Konsultansi Perencanaan (Planning) Penyusunan Rencana Induk (Master Plan) Kearsipan Daerah,Services,643599000.0,Complete,Jasa Konsultansi Perencanaan (Planning) Penyusunan Rencana Induk (Master Plan) Kearsipan Daerah,2015-08-31,505340000.0,Pt. Mareto Agri Persada,38,0.7851783486301253
2015-08-11,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Jasa Konsultansi Pengawasan Pembangunan Gedung Uppd Kecamatan Cakung,Services,198371800.0,Complete,Belanja Jasa Konsultansi Pengawasan Pembangunan Gedung Uppd Kecamatan Cakung,2015-08-11,160461200.0,Pt. Isa Kreasi Mandiri Sejati,18,0.8088911831217945
2015-08-13,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Jasa Konsultansi Pengawasan-Pembangunan Gedung Uppd Kecamatan-Uppd Duren Sawit (Pengawasan),Services,198371800.0,Complete,Belanja Jasa Konsultansi Pengawasan-Pembangunan Gedung Uppd Kecamatan-Uppd Duren Sawit (Pengawasan),2015-08-13,167035000.0,Pt. Isa Kreasi Mandiri Sejati,17,0.8420299659528219
2015-08-16,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Jasa Konsultansi Pengawasan-Pembangunan Gedung Uppd Kecamatan-Uppd Kembangan (Pengawasan),Services,198371800.0,Complete,Belanja Jasa Konsultansi Pengawasan-Pembangunan Gedung Uppd Kecamatan-Uppd Kembangan (Pengawasan),2015-08-16,134365000.0,Pt.Saritama Purnama,20,0.6773392185784471
2015-08-16,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Jasa Konsultansi Pengawasan-Pembangunan Gedung Uppd Kecamatan-Uppd Palmerah (Pengawasan),Services,198371800.0,Complete,Belanja Jasa Konsultansi Pengawasan-Pembangunan Gedung Uppd Kecamatan-Uppd Palmerah (Pengawasan),2015-08-16,179884267.0,Pt. Arga Bhuana Cipta,20,0.906803623297263
2015-08-20,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Jasa Konsultansi Pengawasan-Pembangunan Gedung Uppd Kecamatan-Uppd Pancoran (Pengawasan),Services,198371800.0,Complete,Belanja Jasa Konsultansi Pengawasan-Pembangunan Gedung Uppd Kecamatan-Uppd Pancoran (Pengawasan),2015-08-20,132528440.0,Pt. Bayu Berlian Mandiri,24,0.668081047810223
2015-08-16,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Jasa Konsultansi Pengawasan-Pembangunan Gedung Uppd Kecamatan-Uppd Pasar Minggu (Pengawasan),Services,198371800.0,Complete,Belanja Jasa Konsultansi Pengawasan-Pembangunan Gedung Uppd Kecamatan-Uppd Pasar Minggu (Pengawasan),2015-08-16,168355000.0,Pt. Terasis Erojaya,20,0.8486841375639078
2015-08-24,Pemerintah Daerah Provinsi Dki Jakarta,Pemeliharaan/ Perbaikan Instalasi Pengolah Air Bersih Sistem Ro,Services,1397274120.0,Complete,Pemeliharaan/ Perbaikan Instalasi Pengolah Air Bersih Sistem Ro,2015-08-24,1247950000.0,Cv. Neolin Mitra Sejahtera,25,0.8931318358633881
2015-08-21,Pemerintah Daerah Provinsi Dki Jakarta,Perbaikan/Perawatan Jpo Koridor 5,Works,719484000.0,Complete,Perbaikan/Perawatan Jpo Koridor 5,2015-08-21,523741000.0,Pt Cahayamurni Artha Langgeng,25,0.7279397457066453
2015-08-21,Pemerintah Daerah Provinsi Dki Jakarta,Perbaikan/Perawatan Jpo Koridor 4,Works,522166000.0,Complete,Perbaikan/Perawatan Jpo Koridor 4,2015-08-21,404444000.0,Pt. Pasarella Putra Mandiri,25,0.7745506218329037
2015-08-24,Pemerintah Daerah Provinsi Dki Jakarta,Pemeliharaan Sumur Pantau /Awlr,Services,247756665.0,Complete,Pemeliharaan Sumur Pantau /Awlr,2015-08-24,245426500.0,Pt. Multi Screen Indonesia,25,0.9905949452459735
2015-08-07,Unknown Buyer,Belanja/Uang Makanan Dan Minuman Peserta/Petugas/Panitia,Services,732520785.0,Complete,Belanja/Uang Makanan Dan Minuman Peserta/Petugas/Panitia,2015-08-07,663315000.0,Cv. Rikman Putra Jaya,11,0.9055237934306533
2015-09-01,Unknown Buyer,Peningkatan Jalan Di Wilayah Kecamatan Cengkareng (Jasa Konsultansi Pengawasan),Services,198363280.0,Complete,Peningkatan Jalan Di Wilayah Kecamatan Cengkareng (Jasa Konsultansi Pengawasan),2015-09-01,168015100.0,Pt Jagad Alam Semesta,34,0.8470070670337776
2015-08-24,Pemerintah Daerah Provinsi Dki Jakarta,Pembangunan Sumur Pantau Air Tanah,Works,3272669848.0,Complete,Pembangunan Sumur Pantau Air Tanah,2015-08-24,2990544700.0,Pt. Andritechnindo Nilamtunggal,25,0.9137935810505258
2015-08-11,Unknown Buyer,Belanja Jasa Konsultasi Pengawasan (Supervision) Pembangunan Puskesmas Kelurahan Pondok Labu,Services,96305000.0,Complete,Belanja Jasa Konsultasi Pengawasan (Supervision) Pembangunan Puskesmas Kelurahan Pondok Labu,2015-08-11,95370000.0,Pt. Bayu Berlian Mandiri,15,0.9902912621359223
2015-09-04,Unknown Buyer,Perencanaan X-1 Normalisasi Saluran Kawasan Kecamatan Grogol Petamburan,Services,372131100.0,Complete,Perencanaan X-1 Normalisasi Saluran Kawasan Kecamatan Grogol Petamburan,2015-09-04,336325000.0,Pt. Intimulya Multikencana,39,0.903780952465408
2015-09-04,Unknown Buyer,Perencanaan X-1 Normalisasi Saluran Kawasan Kecamatan Kalideres,Services,372131100.0,Complete,Perencanaan X-1 Normalisasi Saluran Kawasan Kecamatan Kalideres,2015-09-04,31504800.0,Pt. Gihon Wahana Cipta,39,0.08466048658658198
2015-09-04,Unknown Buyer,Perencanaan X-1  Normalisasi Saluran Kawasan Kecamatan Cengkareng,Services,347051100.0,Complete,Perencanaan X-1  Normalisasi Saluran Kawasan Kecamatan Cengkareng,2015-09-04,308000000.0,Pt. Karya Mandiri Indonesia,39,0.8874773772507852
2015-09-01,Pemerintah Daerah Provinsi Dki Jakarta,Pilot Project Pengurangan Ekstraksi Air Tanah,Services,2465183600.0,Complete,Pilot Project Pengurangan Ekstraksi Air Tanah,2015-09-01,2430890000.0,Pt. Miranthi Konsultan Permai,35,0.9860888251893287
2015-09-04,Unknown Buyer,Perencanaan X-1 Normalisasi Saluran Kawasan Kecamatan Tamansari,Services,322136100.0,Complete,Perencanaan X-1 Normalisasi Saluran Kawasan Kecamatan Tamansari,2015-09-04,286110000.0,Pt. Karya Mandiri Indonesia,39,0.888164971265251
2015-08-14,Pemerintah Daerah Provinsi Dki Jakarta,Pekerjaan Konstruksi Rehabilitasi Total Gedung Sdn Sungai Bambu 05/06,Works,10652091000.0,Complete,Pekerjaan Konstruksi Rehabilitasi Total Gedung Sdn Sungai Bambu 05/06,2015-08-14,9832144000.0,Cipta Eka Puri,18,0.9230247845235269
2015-08-11,Pemerintah Daerah Provinsi Dki Jakarta,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor Pembangunan Gedung Uppd Kec. Cakung,Works,4615223115.0,Complete,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor Pembangunan Gedung Uppd Kec. Cakung,2015-08-11,4020924379.0,Pt. Harapan Mulya Karya,15,0.871230768005893
2015-08-14,Pemerintah Daerah Provinsi Dki Jakarta,Pekerjaan Konstruksi Rehabilitasi Total Gedung Smkn 29 (Blok Ii),Works,6203068000.0,Complete,Pekerjaan Konstruksi Rehabilitasi Total Gedung Smkn 29 (Blok Ii),2015-08-14,5516979000.0,Tiara Gading Jaya,18,0.8893952153998634
2015-09-04,Unknown Buyer,Perencanaan X-1 Normalisasi Saluran Kawasan Kecamatan Kembangan,Services,347051100.0,Complete,Perencanaan X-1 Normalisasi Saluran Kawasan Kecamatan Kembangan,2015-09-04,262900000.0,Pt. Intimulya Multikencana,39,0.7575253327247774
2015-08-11,Unknown Buyer,Belanja Modal Pengadaan Alat-Alat Kedokteran Gigi Blud Puskesmas Kecamatan Jagakarsa,Goods,643000000.0,Complete,Belanja Modal Pengadaan Alat-Alat Kedokteran Gigi Blud Puskesmas Kecamatan Jagakarsa,2015-08-11,605880000.0,Pt. Madhya Indah Pratama,15,0.9422706065318818
2015-08-10,Pemerintah Daerah Provinsi Dki Jakarta,"Pekerjaan Sewa Tenda, Meja, Kursi Dan Kelengkapannya Untuk Acara Seremonial 2015 (Kegiatan Terprediksi)",Services,281573050.0,Complete,"Pekerjaan Sewa Tenda, Meja, Kursi Dan Kelengkapannya Untuk Acara Seremonial 2015 (Kegiatan Terprediksi)",2015-08-10,269421900.0,Cv. Mami Tent,14,0.9568454793525162
2015-08-07,Unknown Buyer,Penyelesaian Pembangunan Gedung Kantor Lurah Rawa Barat,Works,3544480000.0,Complete,Penyelesaian Pembangunan Gedung Kantor Lurah Rawa Barat,2015-08-07,3275250000.0,Pt. Gagasan Adinusa,11,0.9240424547465355
2015-08-14,Pemerintah Daerah Provinsi Dki Jakarta,Pekerjaan Konstruksi Rehabilitasi Total Gedung Sdn Penjaringan 06/07/08/09/11,Works,10659576000.0,Complete,Pekerjaan Konstruksi Rehabilitasi Total Gedung Sdn Penjaringan 06/07/08/09/11,2015-08-14,10020332000.0,Pt. Padimun Golden,18,0.9400310106143058
2015-08-07,Unknown Buyer,Penyelesaian Pembangunan Gedung Kantor Lurah Senayan,Works,3378234000.0,Complete,Penyelesaian Pembangunan Gedung Kantor Lurah Senayan,2015-08-07,3114727000.0,Pt. Subana Kreasimegah,11,0.9219985945319359
2015-08-07,Unknown Buyer,Penyelesaian Pembangunan Gedung Kantor Lurah Manggarai,Works,3980795000.0,Complete,Penyelesaian Pembangunan Gedung Kantor Lurah Manggarai,2015-08-07,3777091991.0,Pt. Mega Bintang Abadi,11,0.9488285608779151
2015-08-07,Unknown Buyer,Penyelesaian Pembangunan Gedung Kantor Lurah Guntur,Works,4256781000.0,Complete,Penyelesaian Pembangunan Gedung Kantor Lurah Guntur,2015-08-07,3936790000.0,Pt. Anelti Christua Jaya,11,0.9248279392338953
2015-09-10,Pemerintah Daerah Provinsi Dki Jakarta,Pembangunan/Peningkatan Jalan-Jalan Strategis Di Prov.Dki Jakarta (Jalan Arafuru),Works,7708799545.62,Complete,Pembangunan/Peningkatan Jalan-Jalan Strategis Di Prov.Dki Jakarta (Jalan Arafuru),2015-09-10,6247277191.0,Pt.Sumber Batu,45,0.8104085667332717
2015-09-04,Pemerintah Daerah Provinsi Dki Jakarta,Pembangunan/Peningkatan Jalan-Jalan Strategis Di Prov.Dki Jakarta (Jalan Menuju Rusun Daan Mogot),Works,2972648787.79,Complete,Pembangunan/Peningkatan Jalan-Jalan Strategis Di Prov.Dki Jakarta (Jalan Menuju Rusun Daan Mogot),2015-09-04,2823590000.0,Pt. Anda Maria,39,0.9498565762621366
2015-08-07,Unknown Buyer,Pemeliharaan Alat-Alat Uji Laboratorium,Services,309864400.0,Complete,Pemeliharaan Alat-Alat Uji Laboratorium,2015-08-07,286882200.0,Pananjung Anugerah Solution,10,0.9258314281989154
2015-09-17,Unknown Buyer,"Pengadaan Server, Pc Komputer, Notebook",Goods,235986300.0,Complete,"Pengadaan Server, Pc Komputer, Notebook",2015-09-17,234485900.0,Pt. Complus Sistem Solusi,17,0.993642003794288
2015-08-13,Unknown Buyer,Belanja Alat Tulis Kantor,Goods,222633063.4,Complete,Belanja Alat Tulis Kantor,2015-08-13,142533050.0,Berkah Cahaya Abadi,16,0.6402151047255454
2015-08-31,Pemerintah Daerah Provinsi Dki Jakarta,Pengadaan Calon Induk Ikan,Goods,602950000.0,Complete,Pengadaan Calon Induk Ikan,2015-08-31,599865000.0,Cv. Corsa Sarikarsa,20,0.9948834895099096
2015-08-19,Unknown Buyer,Belanja Bahan Laboratorium,Goods,362748265.0,Complete,Belanja Bahan Laboratorium,2015-08-19,337295399.0,Pt. Cemara Kedawung Kamil,22,0.9298332522693113
2015-08-21,Pemerintah Daerah Provinsi Dki Jakarta,Pembangunan/Peningkatan Jalan-Jalan Strategis Di Prov. Dki Jakarta (Pelebaran Jl. Casablanca Sisi Selatan),Works,3292230072.63,Complete,Pembangunan/Peningkatan Jalan-Jalan Strategis Di Prov. Dki Jakarta (Pelebaran Jl. Casablanca Sisi Selatan),2015-08-21,2514585000.0,Pt. Karang Unarang Jaya,24,0.7637938250139432
2015-08-07,Unknown Buyer,Pengadaan Alat - Alat Uji Laboratorium,Goods,2026750000.0,Complete,Pengadaan Alat - Alat Uji Laboratorium,2015-08-07,1826000000.0,Pt. Kreasihasta Mitraperkasa,10,0.9009497964721845
2015-08-07,Unknown Buyer,Belanja Pemeliharaan Instalasi Telepon,Goods,435463875.0,Complete,Belanja Pemeliharaan Instalasi Telepon,2015-08-07,434430000.0,Cv. Kreasi Nirwana Komputama,10,0.997625807651668
2015-08-11,Unknown Buyer,Belanja Barang Pakai Habis Kesehatan (Linen Rs),Goods,612223700.0,Complete,Belanja Barang Pakai Habis Kesehatan (Linen Rs),2015-08-11,506919600.0,Pt. Milfad Sigma Utama,14,0.8279973480281799
