year,code,name
2014,100,LPSE PT. Perusahaan Listrik Negara
2014,1008,LPSE Kabupaten Garut
2014,102,LPSE Kota Prabumulih
2014,104,LPSE Kota Surakarta
2014,105,LPSE Kementerian Dalam Negeri
2014,106,LPSE Provinsi Aceh
2014,108,LPSE Kota Semarang
2014,114,LPSE Kementrian Perhubungan
2014,116,LPSE Kabupaten Jombang
2014,120,LPSE Kabupaten Lombok Tengah
2014,128,LPSE Universitas Brawijaya
2014,130,LPSE BKKBN
2014,132,LPSE Kota Singkawang
2014,136,LPSE Kementerian Luar Negeri
2014,141,LPSE Kabupaten Karanganyar
2014,152,LPSE Kabupaten Nganjuk
2014,153,LPSE Kabupaten Banyuasin
2014,154,LPSE Provinsi Sulawesi Tengah
2014,155,LPSE Kabupaten Kerinci
2014,156,LPSE Ogan Komering Ilir
2014,157,LPSE Kabupaten Tanah Datar
2014,158,LPSE Badan Nasional Penempatan dan Perlindungan Tenaga Kerja Indonesia
2014,16,LPSE Provinsi Sumatera Barat
2014,160,LPSE Kabupaten Sukoharjo
2014,161,LPSE Kabupaten Bengkalis
2014,162,LPSE Universitas Negeri Surabaya
2014,163,LPSE Kota Bogor
2014,164,LPSE Kota Madiun
2014,165,LPSE Kabupaten Indragiri Hilir
2014,168,LPSE Kabupaten Musi Banyuasin
2014,17,LPSE Kota Denpasar
2014,172,LPSE Kabupaten Tanah Laut
2014,173,LPSE Provinsi Sulawesi Utara
2014,174,LPSE Universitas Hasanudin
2014,175,LPSE Kabupaten Sekadau
2014,176,LPSE Kabupaten Kotawaringin Barat
2014,177,LPSE Kabupaten Tapin
2014,179,LPSE Kabupaten Belitung Timur
2014,18,LPSE Provinsi Gorontalo
2014,180,LPSE Kota Kotamobagu
2014,181,LPSE Kalimantan Selatan
2014,182,LPSE Kabupaten Jepara
2014,183,LPSE Kabupaten Kotawaringin Timur
2014,184,LPSE Kota Tarakan
2014,186,LPSE Kabupaten Kuantan Singingi
2014,187,LPSE Kabupaten Tojo una-una
2014,188,LPSE Kabupaten Kuburaya
2014,189,LPSE Kabupaten Aceh Utara
2014,19,LPSE Kota Pekanbaru
2014,190,LPSE Universitas Indonesia
2014,191,LPSE POM
2014,192,LPSE Kota Malang
2014,193,LPSE Bandar Lampung
2014,194,LPSE Kementerian Ketenagakerjaan
2014,195,LPSE Kota Lubuklinggau
2014,197,LPSE Kabupaten Banjar
2014,198,LPSE Kabupaten Kutai Kartanegara
2014,20,LPSE Kota Banda Aceh
2014,200,LPSE Kabupaten Jember
2014,201,LPSE Kota Batu
2014,202,LPSE Kabupaten Pekalongan
2014,203,LPSE Kabupaten Blitar
2014,204,LPSE Kabupaten Madiun
2014,205,LPSE Kota Blitar
2014,206,LPSE Kabupaten Pinrang
2014,207,LPSE Kabupaten Kediri
2014,209,LPSE Kabupaten Batang
2014,21,LPSE kota Yogyakarta
2014,210,LPSE MPR RI
2014,211,LPSE Kabupaten Grobogan
2014,212,LPSE Kementerian Pertanian
2014,213,LPSE Universitas Tadulako
2014,214,LPSE Kota Palu
2014,218,LPSE Kementerian Kelautan dan Perikanan
2014,22,LPSE Provinsi Kepulauan Riau
2014,220,LPSE Kabupaten Wonosobo
2014,222,LPSE Kabupaten Sumbawa
2014,223,LPSE Kabupaten Pasaman
2014,224,LPSE Universitas Tanjung Pura
2014,225,LPSE Kota Tangerang Selatan
2014,226,LPSE Kabupaten Batanghari
2014,227,LPSE Universitas Jenderal Soedirman
2014,228,LPSE Kabupaten Sragen
2014,23,LPSE Kota Banjarbaru
2014,230,LPSE Kabupaten Sarolangun
2014,231,LPSE Kabupaten Enrekang
2014,232,LPSE Kabupaten Kampar
2014,233,LPSE Kabupaten Halmahera Utara
2014,234,LPSE Kota Makassar
2014,235,LPSE Kota Pare-pare
2014,236,LPSE TVRI
2014,237,LPSE Kabupaten Lampung Tengah
2014,238,LPSE Kabupaten Bengkulu Utara
2014,239,LPSE Kabupaten Lebong
2014,24,LPSE Kota Banjarmasin
2014,242,LPSE Kabupaten Donggala
2014,243,LPSE Kementerian Pembangunan Daerah Tertinggal
2014,244,LPSE Kabupaten Bojonegoro
2014,245,LPSE Kabupaten Serang
2014,246,LPSE Kabupaten Situbondo
2014,247,LPSE Kabupaten Malang
2014,248,LPSE Kabupaten Sumenep
2014,249,LPSE Kabupaten Kutai Barat
2014,25,LPSE Kementrian Pendidikan Nasional
2014,250,LPSE Kabupaten Maros
2014,251,LPSE Kota Palembang
2014,252,SPSE - Kementerian Hukum dan HAM RI
2014,253,LPSE Kabupaten Majalengka
2014,254,LPSE Kabupaten Pelalawan
2014,255,LPSE Kabupaten Magetan
2014,256,LPSE Kabupaten Lumajang
2014,257,LPSE Kabupaten Blora
2014,258,LPSE Kabupaten Belitung
2014,259,LPSE Kota Jambi
2014,26,LPSE Kota Batam
2014,260,LPSE Kota Bandung
2014,261,LPSE Kota Lhokseumawe
2014,262,LPSE Universitas Airlangga
2014,263,LPSE Provinsi Sulawesi Barat
2014,264,LPSE Kabupaten Penajam Paser Utara
2014,265,LPSE Pemkab Sinjai
2014,267,LPSE Provinsi Bengkulu
2014,268,LPSE Kabupaten Bulungan
2014,269,LPSE Kabupaten Muaro Jambi
2014,27,LPSE Provinsi Sumatera Utara
2014,270,LPSE Kabupaten Barito Kuala
2014,271,LPSE Kabupaten Merauke
2014,272,LPSE Universitas Sumatera Utara
2014,273,LPSE Kementrian Negara Ristek dan Teknologi
2014,274,LPSE Kabupaten Pesawaran
2014,275,LPSE Badan Pusat Statistik
2014,276,LPSE Kementerian Perdagangan RI
2014,277,LPSE Kabupaten Tapanuli Utara
2014,278,LPSE Kota Bengkulu
2014,279,LPSE Kota Magelang
2014,280,LPSE Kabupaten Boyolali
2014,281,LPSE Kabupaten Polewali Mandar
2014,282,LPSE Kabupaten Hulu Sungai Selatan
2014,283,LPSE Kabupaten Rokan Hulu
2014,284,LPSE Kabupaten Minahasa Tenggara
2014,285,LPSE Kabupaten Bantul
2014,286,LPSE Kabupaten Cilacap
2014,287,LPSE Kabupaten Tegal
2014,288,LPSE Provinsi Maluku
2014,289,LPSE Kabupaten Mamuju
2014,29,LPSE Universitas Diponegoro
2014,290,LPSE Kabupaten Tanjung Jabung Barat
2014,291,LPSE Kementerian Kehutanan
2014,292,LPSE Kabupaten Bulukumba
2014,294,LPSE Kabupaten Sitaro
2014,295,LPSE Kabupaten Morowali
2014,296,LPSE Kabupaten Aceh Tengah
2014,298,LPSE Kabupaten Sanggau
2014,299,LPSE Kota Cimahi
2014,30,LPSE Universitas Negeri Makassar
2014,300,LPSE Kabupaten Mojokerto
2014,302,LPSE Universitas Andalas
2014,303,LPSE Universitas Gajah Mada
2014,304,LPSE Kabupaten Langkat
2014,305,LPSE Kabupaten Lampung Barat
2014,306,LPSE Kabupaten Lamandau
2014,308,LPSE Kota Medan
2014,309,LPSE Kabupaten Siak
2014,31,LPSE Kabupaten Bangka
2014,310,LPSE Kabupaten Ngada
2014,311,LPSE Kabupaten Musi Rawas
2014,312,LPSE Kota Bontang
2014,313,LPSE Kota Dumai
2014,314,LPSE Kabupaten Wonogiri
2014,315,LPSE Hulu Sungai Tengah
2014,316,LPSE Kota Balik Papan
2014,317,LPSE Kabupaten Tanah Bumbu
2014,318,LPSE Kota Cilegon
2014,319,LPSE Kabupaten Probolinggo
2014,32,LPSE Kabupaten Semarang
2014,320,LPSE Kabupaten Bengkulu Selatan
2014,321,LPSE Kabupaten Malinau
2014,322,LPSE Kabupaten Kapuas
2014,324,LPSE Kota Mojokerto
2014,325,LPSE Kabupaten Pohuwato
2014,326,LPSE Kabupaten Tebo
2014,328,LPSE Kabupaten Lampung Utara
2014,329,LPSE Kota Bitung
2014,33,LPSE Provinsi Bali
2014,330,LPSE Kabupaten Aceh Tenggara
2014,331,LPSE Kabupaten Tanjung Jabung Timur
2014,332,LPSE Kabupaten Tasikmalaya
2014,333,LPSE Kabupaten Tangerang
2014,334,LPSE Kabupaten Pati
2014,336,LPSE Kabupaten Seruyan
2014,337,LPSE Kabupaten Pringsewu
2014,338,LPSE Kabupaten Nunukan
2014,339,LPSE Kabupaten Kuningan
2014,34,LPSE Kota Depok
2014,340,LPSE Kabupaten Bangka Barat
2014,341,LPSE Kota Ternate
2014,342,LPSE Kabupaten Samosir
2014,343,LPSE Kabupaten Komering Ulu Selatan
2014,344,LPSE Kabupaten Bolmong Utara
2014,345,LPSE Kabupaten Sintang
2014,346,LPSE Badan Narkotika Nasional
2014,347,LPSE Kota Palopo
2014,348,LPSE Kabupaten Muko Muko
2014,349,LPSE Kota Manado
2014,35,LPSE Provinsi Kalimantan Timur
2014,350,LPSE Kabupaten Gianyar
2014,352,LPSE Kabupaten Bekasi
2014,353,LPSE Kabupaten Barito Selatan
2014,354,LPSE Kabupaten Sambas
2014,355,LPSE Kabupaten Natuna
2014,357,LPSE Kabupaten Ogan Ilir
2014,358,LPSE Kabupaten Buleleng
2014,359,LPSE Kota Bekasi
2014,36,LPSE Provinsi Sulawesi Selatan
2014,360,LPSE Kabupaten Ponorogo
2014,361,LPSE Provinsi Maluku Utara
2014,362,LPSE LIPI
2014,364,LPSE Kabupaten Kutai Timur
2014,365,LPSE Anambas
2014,366,LPSE Kementrian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi
2014,367,LPSE Kabupaten Kulon Progo
2014,368,LPSE Politeknik Negeri Jakarta
2014,369,LPSE Kabupaten Bangka Selatan
2014,37,LPSE Provinsi Nusa Tenggara Barat
2014,370,LPSE Kota Langsa
2014,371,LPSE Kementrian Koperasi UKM
2014,372,LPSE Kota Palangkaraya
2014,373,LPSE Kabupaten Mandailing Natal
2014,374,LPSE Kabupaten Belu
2014,375,LPSE Kabupaten Rembang
2014,376,LPSE Kabupaten Indragiri Hulu
2014,377,LPSE Kabupaten Kepahiang
2014,378,LPSE Kabupaten Serdang Bedagai
2014,379,LPSE Kabupaten Gunung Mas
2014,38,LPSE Universitas Negeri Medan
2014,380,LPSE Kabupaten Pasuruan
2014,381,LPSE Kabupaten Lombok Barat
2014,382,LPSE Badan Nasional Penanggulangan Bencana
2014,383,LPSE Kabupaten Simeulue
2014,384,LPSE Badan Koordinasi Penanaman Modal
2014,385,LPSE Kota Solok
2014,386,LPSE Kementrian Pariwisata dan Ekonomi Kreatif Indonesia
2014,388,LPSE Kota Tanjung Balai
2014,39,LPSE Provinsi Riau
2014,390,LPSE Kabupaten Rejang Lebong
2014,391,LPSE Kabupaten Trenggalek
2014,392,LPSE Kabupaten Barito Timur
2014,393,LPSE Kabupaten Kayong Utara
2014,394,LPSE Kabupaten Tulang Bawang
2014,395,LPSE Kabupaten Lombok Timur
2014,396,LPSE Kota Mataram
2014,399,LPSE Badan Informasi Geospasial
2014,400,LPSE Kabupaten Majene
2014,401,LPSE Kabupaten Ogan Komering Ulu
2014,402,LPSE Universitas Haluoleo
2014,405,LPSE Kota Baubau
2014,406,LPSE Kabupaten Minahasa
2014,407,LPSE Kabupaten Asahan
2014,408,LPSE Universitas Jambi
2014,409,LPSE Kabupaten Manggarai Barat
2014,41,LPSE Provinsi Papua
2014,410,LPSE Kota Probolinggo
2014,412,LPSE Kabupaten Labuan Batu Selatan
2014,413,LPSE Kabupaten Sampang
2014,414,LPSE Kabupaten Sukamara
2014,415,LPSE Kabupaten Tuban
2014,417,LPSE Kabupaten Bone Bolango
2014,418,LPSE Kabupaten Cianjur
2014,419,LPSE Kota Pasuruan
2014,42,LPSE Provinsi Jawa Tengah
2014,420,LPSE Kabupaten Humbang Hasundutan
2014,421,LPSE Kabupaten Halmahera Selatan
2014,422,LPSE Kabupaten Luwu Timur
2014,423,LPSE Kabupaten Demak
2014,424,LPSE Badan Intelijen Negara
2014,425,LPSE Kabupaten Bungo
2014,426,LPSE Kabupaten Aceh Besar
2014,427,LPSE Kabupaten Kotabaru
2014,43,LPSE Kabupaten Berau
2014,430,LPSE Kabupaten Konawe Selatan
2014,431,LPSE Kabupaten Kaur
2014,432,LPSE Kabupaten Sumedang
2014,433,LPSE Kabupaten Klungkung
2014,434,LPSE Kabupaten Lahat
2014,435,LPSE Kabupaten Manokwari
2014,436,LPSE Kabupaten Minahasa Selatan
2014,437,LPSE Kabupaten Sigi
2014,438,LPSE Kabupaten Katingan
2014,439,LPSE Kota Kupang
2014,44,LPSE POLRI
2014,440,LPSE Kota Tasikmalaya
2014,441,LPSE Kabupaten Muna
2014,443,LPSE Kabupaten Dharmasraya
2014,444,LPSE Kabupaten Bengkayang
2014,445,LPSE Kota Tebing Tinggi
2014,447,LPSE Kabupaten Ogan Komering Ulu Timur
2014,448,LPSE Kabupaten Wakatobi
2014,449,LPSE Kabupaten Tulungagung
2014,45,LPSE Kabupaten Luwu Utara
2014,450,LPSE Kota Sungai Penuh
2014,451,LPSE Kabupaten Buton
2014,452,LPSE Kabupaten Gorontalo Utara
2014,453,LPSE Kabupaten Pamekasan
2014,456,LPSE Kabupaten Banggai
2014,457,LPSE Kabupaten Sumba Barat
2014,458,LPSE Kabupaten Barito Utara
2014,459,LPSE Kabupaten Meranti
2014,46,LPSE Politeknik Negeri Lampung
2014,460,LPSE Kabupaten Aceh Selatan
2014,461,LPSE Kabupaten Manggarai Timur
2014,462,LPSE Kabupaten Dairi
2014,463,LPSE Kabupaten Boalemo
2014,464,LPSE Kota Bima
2014,465,LPSE IAIN Raden Fatah Palembang
2014,466,LPSE Kabupaten Jeneponto
2014,468,LPSE Universitas Syiah Kuala Banda Aceh
2014,469,LPSE Badan SAR Nasional
2014,47,LPSE Kementrian Kesehatan
2014,470,LPSE Kabupaten Pandeglang
2014,471,LPSE Kabupaten Padang Lawas Utara
2014,472,LPSE Kabupaten Bondowoso
2014,473,LPSE Kabupaten Rote Ndao
2014,474,LPSE Kabupaten Kolaka
2014,475,LPSE Kabupaten Bolaang Mongondow
2014,476,LPSE Kabupaten Tanggamus
2014,478,LPSE Kota Gunungsitoli
2014,48,LPSE Kota Tegal
2014,481,LPSE Kabupaten Labuhan Batu
2014,482,LPSE Kemanterian Pertahanan Republik Indonesia
2014,483,LPSE Kabupaten Pulang Pisau
2014,484,LPSE Kabupaten Rokan Hilir
2014,486,LPSE Kabupaten Tulang Bawang Barat
2014,488,LPSE Kabupaten Kapuas Hulu
2014,489,LPSE Kab. Mentawai
2014,490,LPSE Universitas Lampung
2014,491,LPSE Lembaga Sandi Negara
2014,492,LPSE Kabupaten Bombana
2014,493,LPSE Kota Serang
2014,494,LPSE Kabupaten Simalungun
2014,495,LPSE Kabupaten Bintan
2014,496,LPSE Kabupaten Landak
2014,497,LPSE Kabupaten Gayo Lues
2014,498,LPSE Kabupaten Aceh Barat
2014,50,LPSE Kota Payakumbuh
2014,500,LPSE Kabupaten Bangkalan
2014,501,LPSE Kabupaten Kendal
2014,502,LPSE Kabupaten Luwu
2014,504,LPSE Kabupaten Tabanan
2014,505,LPSE Kabupaten Aceh Tamiang
2014,506,LPSE Kabupaten Kepulauan Sangihe
2014,507,LPSE Kabupaten Timor Tengah Selatan
2014,508,LPSE Kabupaten Aceh Singkil
2014,509,LPSE Kab. Kepulauan Pangkajene
2014,51,LPSE Kabupaten Klaten
2014,510,LPSE Kabupaten Murung Raya
2014,511,LPSE Kabupaten Tolitoli
2014,513,LPSE Kabupaten Karangasem
2014,514,LPSE Kabupaten Bireuen
2014,515,LPSE Kabupaten Bengkulu Tengah
2014,516,LPSE Kabupaten Karo
2014,517,LPSE Kabupaten Aceh Timur
2014,518,LPSE Kota Tidore Kepulauan
2014,519,LPSE Kementerian Pemuda dan Olahraga
2014,52,LPSE Kabupaten Paser
2014,520,LPSE Politeknik Negeri Jember
2014,521,LPSE Kabupaten Soppeng
2014,522,LPSE KEMENKOPOLHUKAM
2014,523,LPSE Kota Padangsidimpuan
2014,524,LPSE BMKG
2014,525,LPSE Kabupaten Konawe
2014,526,LPSE Kota Pematangsiantar
2014,527,LPSE Polda Banten
2014,528,LPSE Setjen Watannas
2014,53,LPSE Kabupaten Kebumen
2014,531,LPSE POLDA GORONTALO
2014,532,LPSE Polda Kalimantan Timur
2014,533,LPSE Polda Kalimantan Barat
2014,534,LPSE Polda Kalimantan Tengah
2014,536,LPSE POLDA Kepulauan Riau
2014,538,LPSE Badan Pengusaha Batam
2014,539,LPSE Kabupaten Bima
2014,54,LPSE Kabupaten Sleman
2014,540,LPSE Kabupaten Melawi
2014,541,LPSE Polda Sulawesi Utara
2014,546,LPSE Polda Sumatera Utara
2014,547,LPSE Badan Nasional Penanggulangan Terorisme
2014,548,LPSE Kabupaten Nagan Raya
2014,549,LPSE Kabupaten Deli Serdang
2014,550,LPSE Kabupaten Subulussalam
2014,552,LPSE Kabupaten Bolaang Mongondow Selatan
2014,553,LPSE Kabupaten Bangli
2014,554,LPSE Kota Tomohon
2014,555,LPSE Mahkamah Agung
2014,556,LPSE DPD RI
2014,558,LPSE Kabupaten Toba Samosir
2014,56,LPSE Kabupaten Balangan
2014,560,LPSE Universitas Lambung Mangkurat
2014,561,LPSE Polda Maluku Utara
2014,562,LPSE Kabupaten Sumba Tengah
2014,564,LPSE Kabupaten Seluma
2014,565,LPSE Kabupaten Pidie
2014,566,LPSE Kabupaten Bone
2014,567,LPSE Kabupaten Nias Selatan
2014,568,LPSE Polda Aceh
2014,569,LPSE Polda Jawa Tengah
2014,57,LPSE Kabupaten Lamongan
2014,570,LPSE Kabupaten Kepulauan Selayar
2014,571,LPSE Kota Kendari
2014,572,LPSE Polda Kalimantan Selatan
2014,576,LPSE Polda Metro Jaya
2014,578,LPSE Polda Jawa Barat
2014,579,LPSE Polda Bali
2014,58,LPSE Kabupaten Pacitan
2014,580,LPSE Polda Bengkulu
2014,581,LPSE Polda Jawa Timur
2014,585,LPSE Kabupaten Empat Lawang
2014,586,LPSE Kabupaten Poso
2014,588,LPSE TNI ANGKATAN LAUT
2014,589,LPSE Kabupaten Indramayu
2014,59,LPSE Kabupaten Tabalong
2014,590,LPSE Kota Kediri
2014,591,LPSE Polda Lampung Selatan
2014,592,LPSE Kabupaten Bener Meriah
2014,593,LPSE Kabupaten Nias
2014,594,LPSE Kabupaten Tana Tidung
2014,596,LPSE Kota Samarinda
2014,597,LPSE Kabupaten Tapanuli Selatan
2014,598,LPSE Kota Binjai
2014,599,LPSE Kabupaten Pesisir Selatan
2014,60,LPSE Kabupaten Banyumas
2014,601,LPSE Kabupaten Bogor
2014,603,LPSE Tentara Nasional Indonesia
2014,604,LPSE Labuahan Batu Utara
2014,605,LPSE TNI ANGKATAN UDARA
2014,606,LPSE Kabupaten Gorontalo
2014,607,LPSE Kabupaten Raja Ampat
2014,608,LPSE Kabupaten Solok
2014,609,LPSE Kabupaten Sukabumi
2014,610,LPSE Kabupaten Lima Puluh Kota
2014,611,LPSE Kabupaten Sikka
2014,612,LPSE Kabupaten Sumba Timur
2014,613,LPSE Kota Jayapura
2014,614,LPSE Kabupaten Merangin
2014,615,LPSE Kabupanten Sijunjung
2014,616,LPSE PT Angkasa Pura II (Persero)
2014,618,LPSE Kabupaten Maluku Tenggara
2014,619,LPSE Kabupaten Barru
2014,62,LPSE Kota Pontianak
2014,620,LPSE Kabupaten Kolaka Utara
2014,621,LPSE Kabupaten Gunung Kidul
2014,622,LPSE Kabupaten Tana Toraja
2014,623,LPSE Kabupaten Buton Utara
2014,624,LPSE Kota Padang
2014,625,LPSE Kabupaten Aceh Barat Daya
2014,626,LPSE Kabupaten Banggai Kepulauan
2014,628,LPSE Kabupaten Aceh Jaya
2014,629,LPSE Kabupaten Kay Kanan
2014,630,LPSE Kabupaten Bantaeng
2014,631,LPSE Kabupaten Flores Timur
2014,633,LPSE Kabupaten Manggarai
2014,634,LPSE Kabupaten Pakpak Bharat
2014,636,LPSE Polda Papua
2014,637,LPSE Universitas Negeri 11 Maret
2014,638,LPSE TNI Angkatan Darat
2014,639,LPSE Kabupaten Mimika
2014,64,LPSE Kementerian Pekerjaan Umum & Perumahan Rakyat
2014,640,LPSE Kabupaten Toraja Utara
2014,642,LPSE Kabupaten Nias Utara
2014,643,LPSE Kabupaten Takalar
2014,644,LPSE Kabupaten Gowa
2014,645,LPSE Kabupaten Agam
2014,647,LPSE Kabupaten Jayapura
2014,648,LPSE Kabupaten Keerom
2014,649,LPSE Lembaga Ketahanan Nasional
2014,65,LPSE Badan Pertanahan Nasional
2014,650,LPSE Kabupaten Bolaang Mongondow Timur
2014,652,LPSE Kabupaten Tapanuli Tengah
2014,653,LPSE LAPAN
2014,654,LPSE Kota Ambon
2014,656,LPSE Kota Sawahlunto
2014,658,LPSE Kabupaten Konawe Kepulauan
2014,66,LPSE Kota Tangerang
2014,660,LPSE Kabupaten Mamuju Utara
2014,661,LPSE Kabupaten Penukal Abab Lematang Ilir
2014,663,LPSE Kota Pariaman
2014,664,LPSE KABUPATEN MAMASA
2014,665,LPSE Kabupaten Talaud
2014,666,LPSE Kabupaten Nagekeo
2014,667,LPSE Kabupaten Purwakarta
2014,668,LPSE Kabupaten Padang Lawas
2014,669,LPSE Kabupaten Nias Barat
2014,670,LPSE Kejaksaan Agung
2014,672,LPSE Kabupaten Ciamis
2014,673,Kota Tanjung Pinang
2014,674,LPSE Kabupaten Kepulauan Aru
2014,676,LPSE Kabupaten Batu Bara
2014,678,LPSE Morowali Utara
2014,68,LPSE ITS
2014,682,LPSE Kabupaten Mesuji
2014,684,LPSE Kabupaten Malaka
2014,686,LPSE PDAM Kota Malang
2014,690,LPSE Universitas Mataram
2014,698,LPSE Kabupaten Halmahera Barat
2014,70,LPSE Provinsi Jambi
2014,700,LPSE AirNav Indonesia
2014,718,LPSE Kabupaten Solok Selatan
2014,72,LPSE Kabupaten Banyuwangi
2014,720,LPSE Kabupaten Buru Selatan
2014,724,LPSE Komisi Pemilihan Umum
2014,78,LPSE Kabupaten Ngawi
2014,81,LPSE Provinsi Sulawesi Tenggara
2014,85,LPSE Kabupaten Hulu Sungai Utara
2014,86,LPSE Provinsi Kepulauan Bangka Belitung
2014,87,LPSE DPR RI
2014,88,LPSE Kota Salatiga
2014,90,LPSE Kabupaten Pemalang
2014,91,LPSE Kota Pekalongan
2014,93,LPSE Kabupaten Bandung
2014,94,LPSE Kabupaten Kudus
2014,95,LPSE Mahkamah Konstitusi
2014,96,LPSE Kota Pangkal Pinang
2014,97,LPSE Provinsi Kalimantan Barat
2014,98,LPSE Kabupaten Lebak
2014,99,LPSE Provinsi Banten
2015,10,LPSE Kota Surabaya
2015,1008,LPSE Kabupaten Garut
2015,102,LPSE Kota Prabumulih
2015,103,LPSE Provinsi Sumatera Selatan
2015,104,LPSE Kota Surakarta
2015,105,LPSE Kementerian Dalam Negeri
2015,106,LPSE Provinsi Aceh
2015,107,LPSE Kabupaten Muara Enim
2015,108,LPSE Kota Semarang
2015,109,LPSE ESDM
2015,11,LPSE Kementerian Keuangan
2015,110,LPSE Kabupaten Ketapang
2015,111,LPSE Kabupaten Sidoarjo
2015,114,LPSE Kementrian Perhubungan
2015,115,LPSE Kabupaten Magelang
2015,116,LPSE Kabupaten Jombang
2015,118,LPSE Kabupaten Mempawah (Eks Pontianak)
2015,119,LPSE LKPP
2015,12,LPSE Provinsi Kalimantan Tengah
2015,120,LPSE Kabupaten Lombok Tengah
2015,121,LPSE Provinsi Lampung
2015,122,LPSE Kabupaten Gresik
2015,126,LPSE Kementerian Perindustrian
2015,127,LPSE Provinsi DKI Jakarta
2015,128,LPSE Universitas Brawijaya
2015,129,LPSE Kabupaten Banjarnegara
2015,13,LPSE Provinsi Daerah Istimewa Yogyakarta
2015,130,LPSE BKKBN
2015,131,LPSE Provinsi Nusa Tenggara Timur
2015,132,LPSE Kota Singkawang
2015,133,LPSE Kabupaten Sumbawa Barat
2015,135,LPSE Kabupaten Ende
2015,136,LPSE Kementerian Luar Negeri
2015,138,LPSE Kabupaten Temanggung
2015,139,LPSE Kabupaten Bangka Tengah
2015,14,LPSE Provinsi Jawa Barat
2015,140,LPSE Kabupaten Purbalingga
2015,141,LPSE Kabupaten Karanganyar
2015,142,LPSE Kota Pagar Alam
2015,146,LPSE Kabupaten Purworejo
2015,148,LPSE Kabupaten Brebes
2015,149,LPSE Kabupaten Parigi Moutong
2015,15,LPSE Provinsi Jawa Timur
2015,150,LPSE Kota Metro
2015,151,LPSE Kota Sabang
2015,152,LPSE Kabupaten Nganjuk
2015,153,LPSE Kabupaten Banyuasin
2015,154,LPSE Provinsi Sulawesi Tengah
2015,155,LPSE Kabupaten Kerinci
2015,156,LPSE Ogan Komering Ilir
2015,157,LPSE Kabupaten Tanah Datar
2015,158,LPSE Badan Nasional Penempatan dan Perlindungan Tenaga Kerja Indonesia
2015,16,LPSE Provinsi Sumatera Barat
2015,160,LPSE Kabupaten Sukoharjo
2015,161,LPSE Kabupaten Bengkalis
2015,163,LPSE Kota Bogor
2015,164,LPSE Kota Madiun
2015,165,LPSE Kabupaten Indragiri Hilir
2015,168,LPSE Kabupaten Musi Banyuasin
2015,17,LPSE Kota Denpasar
2015,172,LPSE Kabupaten Tanah Laut
2015,173,LPSE Provinsi Sulawesi Utara
2015,174,LPSE Universitas Hasanudin
2015,175,LPSE Kabupaten Sekadau
2015,176,LPSE Kabupaten Kotawaringin Barat
2015,177,LPSE Kabupaten Tapin
2015,179,LPSE Kabupaten Belitung Timur
2015,18,LPSE Provinsi Gorontalo
2015,180,LPSE Kota Kotamobagu
2015,181,LPSE Kalimantan Selatan
2015,182,LPSE Kabupaten Jepara
2015,183,LPSE Kabupaten Kotawaringin Timur
2015,184,LPSE Kota Tarakan
2015,186,LPSE Kabupaten Kuantan Singingi
2015,187,LPSE Kabupaten Tojo una-una
2015,188,LPSE Kabupaten Kuburaya
2015,189,LPSE Kabupaten Aceh Utara
2015,19,LPSE Kota Pekanbaru
2015,190,LPSE Universitas Indonesia
2015,191,LPSE POM
2015,192,LPSE Kota Malang
2015,193,LPSE Bandar Lampung
2015,194,LPSE Kementerian Ketenagakerjaan
2015,195,LPSE Kota Lubuklinggau
2015,197,LPSE Kabupaten Banjar
2015,198,LPSE Kabupaten Kutai Kartanegara
2015,20,LPSE Kota Banda Aceh
2015,200,LPSE Kabupaten Jember
2015,201,LPSE Kota Batu
2015,202,LPSE Kabupaten Pekalongan
2015,203,LPSE Kabupaten Blitar
2015,204,LPSE Kabupaten Madiun
2015,205,LPSE Kota Blitar
2015,206,LPSE Kabupaten Pinrang
2015,207,LPSE Kabupaten Kediri
2015,209,LPSE Kabupaten Batang
2015,21,LPSE kota Yogyakarta
2015,210,LPSE MPR RI
2015,211,LPSE Kabupaten Grobogan
2015,212,LPSE Kementerian Pertanian
2015,213,LPSE Universitas Tadulako
2015,214,LPSE Kota Palu
2015,216,LPSE Universitas Negeri Semarang
2015,218,LPSE Kementerian Kelautan dan Perikanan
2015,219,LPSE Kabupaten Minahasa Utara
2015,22,LPSE Provinsi Kepulauan Riau
2015,220,LPSE Kabupaten Wonosobo
2015,222,LPSE Kabupaten Sumbawa
2015,223,LPSE Kabupaten Pasaman
2015,224,LPSE Universitas Tanjung Pura
2015,225,LPSE Kota Tangerang Selatan
2015,226,LPSE Kabupaten Batanghari
2015,227,LPSE Universitas Jenderal Soedirman
2015,228,LPSE Kabupaten Sragen
2015,23,LPSE Kota Banjarbaru
2015,230,LPSE Kabupaten Sarolangun
2015,231,LPSE Kabupaten Enrekang
2015,232,LPSE Kabupaten Kampar
2015,233,LPSE Kabupaten Halmahera Utara
2015,234,LPSE Kota Makassar
2015,235,LPSE Kota Pare-pare
2015,236,LPSE TVRI
2015,237,LPSE Kabupaten Lampung Tengah
2015,238,LPSE Kabupaten Bengkulu Utara
2015,239,LPSE Kabupaten Lebong
2015,24,LPSE Kota Banjarmasin
2015,242,LPSE Kabupaten Donggala
